"L&S","","","","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"ASTRON
188","Dept. Total","646","3.066","27.1","21.7","16.9","13.0","10.2","2.5","2.0","3.9","",".",".","",".","1.1","",".","0.6","0.8","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","89","2.779","15.7","20.2","18.0","16.9","22.5","2.2","4.5",".","",".",".","",".",".","",".",".",".","."
"Sophomore","","227","3.042","26.9","22.9","18.5","17.2","9.7","2.2","1.8",".","",".",".","",".",".","",".",".",".","0.9"
"Junior","","113","3.106","32.7","21.2","17.7","12.4","8.8","3.5","2.7","0.9","",".",".","",".",".","",".",".",".","."
"Senior","","154","3.164","31.2","21.4","19.5","9.7","8.4","3.2","1.3","3.2","",".",".","",".","0.6","",".","1.3",".","."
"Undergraduates","","583","3.042","27.4","21.8","18.5","14.2","11.1","2.7","2.2","1.0","",".",".","",".","0.2","",".","0.3",".","0.3"
"Special","","14","3.500","21.4","14.3",".",".","7.1",".",".","7.1","",".",".","",".",".","",".","14.3","35.7","."
"Graduate","","50","3.647","26.0","22.0","2.0","2.0",".",".",".","36.0","",".",".","",".","12.0","",".",".",".","."
"","Dept. Total","647","3.066","27.2","21.6","16.8","13.0","10.2","2.5","2.0","3.9","",".",".","",".","1.1","",".","0.6","0.8","0.3"
