"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"350
ENGLISH","","","","","","","","","","","","","","","","","","",""
"","100
001","17","3.676","47.1","41.2","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
002","19","3.632","36.8","52.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
100","19","3.789","57.9","42.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
004","18","3.722","61.1","22.2","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
006","18","3.750","55.6","38.9","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","19","3.763","73.7","15.8","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","100
008","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","010
100","19","3.553","73.7","15.8",".",".",".","5.3","5.3",".",".",".",".",".",".",".",".","."
"","100
011","17","3.824","82.4","11.8",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"","012
100","18","3.833","72.2","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
015","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","016
100","19","3.684","73.7","15.8",".","5.3",".","5.3",".",".",".",".",".",".",".",".",".","."
"","017
100","19","3.763","57.9","36.8","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
018","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","019
100","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
021","19","3.632","42.1","42.1","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","023
100","19","3.711","57.9","26.3","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","024
100","19","3.816","63.2","36.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
025","19","3.833","73.7","10.5","10.5",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","026
100","19","3.711","68.4","26.3",".",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","027
100","19","3.789","57.9","42.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
029","19","3.658","42.1","47.4","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
030","19","3.842","73.7","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
031","19","3.921","94.7",".",".","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","033
100","19","3.806","63.2","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","5.3"
"","100
034","17","3.735","58.8","29.4","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
036","19","3.921","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
037","18","3.722","66.7","22.2","5.6",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
039","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
040","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","041
100","18","3.528","33.3","44.4","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","100
042","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
043","19","3.711","52.6","36.8","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
044","19","3.737","52.6","42.1","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
045","19","3.526","36.8","36.8","21.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
046","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","048
100","19","3.789","63.2","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
049","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","050
100","17","3.647","35.3","58.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to College Composition","Course Total","746","3.789","68.2","24.7","5.4","0.5","0.4","0.4","0.1",".",".",".",".",".","0.1",".",".","0.1"
"","110
004","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
005","15","",".",".",".",".",".",".",".",".",".","93.3","6.7",".",".",".",".","."
"","110
006","11","",".",".",".",".",".",".",".",".",".","90.9","9.1",".",".",".",".","."
"Intensv English as 2nd Lang","Course Total","36","",".",".",".",".",".",".",".",".",".","94.4","5.6",".",".",".",".","."
"","115
001","16","",".",".",".",".",".",".",".",".",".","93.8","6.3",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","Page 203 of 409",""
