"","990
086","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
088","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
089","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","44","",".",".",".",".",".",".",".","93.2",".",".",".","6.8",".",".",".","."
"PHM SCI
718","Dept. Total","1115","3.458","46.5","18.7","17.0","5.5","3.5","0.8","0.1","3.9",".","3.8",".","0.3","0.1",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"718
PHM SCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.167","25.0","25.0","25.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","81","3.503","56.8","12.3","18.5","6.2","2.5","3.7",".",".",".",".",".",".",".",".",".","."
"Junior","","81","3.711","74.1","7.4","9.9","4.9","3.7",".",".",".",".",".",".",".",".",".",".","."
"Senior","","161","3.709","71.4","13.7","7.5","5.0",".","0.6","0.6","1.2",".",".",".",".",".",".",".","."
"Undergraduates","","335","3.642","66.9","12.2","11.3","5.4","2.1","1.2","0.3","0.6",".",".",".",".",".",".",".","."
"Graduate","","103","3.571","13.6",".","1.0","1.0","1.0",".",".","39.8",".","40.8",".","2.9",".",".",".","."
"Prof Yr 1","","412","3.327","36.4","26.9","24.0","7.3","3.9","1.2",".",".",".",".",".",".",".",".","0.2","."
"Prof Yr 2","","262","3.505","48.9","21.4","19.1","4.6","5.7",".",".",".",".",".",".",".","0.4",".",".","."
"Prof Yr 3","","3","3.625","66.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","677","3.389","41.4","24.7","22.2","6.2","4.6","0.7",".",".",".",".",".",".","0.1",".","0.1","."
"","Dept. Total","1115","3.458","46.5","18.7","17.0","5.5","3.5","0.8","0.1","3.9",".","3.8",".","0.3","0.1",".","0.1","."
