"Poverty and Place","578
001","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","699
011","10","4.000","100.0",".",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","699
016","5","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Directed Study","Course Total","15","4.000","93.3",".",".",".",".",".",".","6.7","",".",".","",".","",".",".",".",".","."
"AMER IND
140","Dept. Total","276","3.455","55.8","13.8","11.6","6.9","7.6","0.7","1.8","0.7","",".",".","",".","",".","0.4",".","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.833","91.7",".",".",".","8.3",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","53","3.670","66.0","15.1","9.4","5.7","3.8",".",".",".","",".",".","",".","",".",".",".",".","."
"Junior","","82","3.310","51.2","12.2","15.9","7.3","8.5",".","4.9",".","",".",".","",".","",".",".",".",".","."
"Senior","","119","3.409","51.3","16.8","10.1","8.4","9.2","1.7","0.8","0.8","",".",".","",".","",".","0.8",".",".","."
"Undergraduates","","266","3.449","56.0","14.3","11.3","7.1","7.9","0.8","1.9","0.4","",".",".","",".","",".","0.4",".",".","."
"Special","","4","3.000",".",".","25.0",".",".",".",".","25.0","",".",".","",".","",".",".",".","50.0","."
"Graduate","","6","3.833","83.3",".","16.7",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","276","3.455","55.8","13.8","11.6","6.9","7.6","0.7","1.8","0.7","",".",".","",".","",".","0.4",".","0.7","."
