"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SLAVIC (SLAVIC LANGUAGES)","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","","",""
"","102","001","21","3.429","47.6","28.6","14.3",".","4.8",".","4.8",".",".",".",".",".",".",".",".","."
"","102","002","25","3.542","44.0","20.0","28.0","4.0",".",".",".","4.0",".",".",".",".",".",".",".","."
"","102","003","17","3.618","64.7","29.4",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"2nd Semester Russian","","Course Total","63","3.524","50.8","25.4","15.9","1.6","1.6",".","3.2","1.6",".",".",".",".",".",".",".","."
"Second Semester Polish","112","001","10","3.800","70.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"2nd Semester Serbo-Croatian","142","001","9","3.833","77.8","11.1","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Russ Honor Tutorial-Slav102","182","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","204","001","14","3.679","71.4","21.4",".",".",".","7.1",".",".",".",".",".",".",".",".",".","."
"","204","002","7","3.357","71.4",".",".","14.3",".","14.3",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Russian","","Course Total","21","3.571","71.4","14.3",".","4.8",".","9.5",".",".",".",".",".",".",".",".",".","."
"Topics-Slavic Literatures","245","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"4th Semester Serbo-Croatian","252","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Russia: An Interdis Survey","253","001","18","3.639","61.1","16.7","16.7",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","276","001","6","3.432","50.0","16.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"","276","002","7","3.574","42.9","42.9",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Russian II","","Course Total","13","3.510","46.2","30.8",".","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Polish I","277","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Third Year Polish II","278","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"6th Sem Intensive Polish","306","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Russian Lang & Culture II","316","001","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Year Russian II","322","001","15","3.633","60.0","13.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Year Polish I","331","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","332","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","332","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Fourth Year Polish II","","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Uvod u srpsku i hrvtsku lit","342","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","350","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Women in Russian Lit","405","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Dostoevsky","422","001","6","3.667","66.7","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Contemporary Russian Culture","434","001","13","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"4th Sem Intensive Serbo-Cro","442","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Hist lit polsk do roku 1863","470","001","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"","699","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","007","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","10","3.889","90.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"18th Century Russian Lit","702","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topics in Slavic Literature","755","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","799","008","2","***","","","","","","","","","",".",".",".",".",".",".","."
"College Teaching of Russian","820","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Smr-Pre-Soviet 20C Lit","920","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","","Page 298 of 409",""
