"MECHANICAL ENGINEERING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","","",""
"890","039","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","042","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","046","","11","",".",".",".",".",".",".",".","81.8","18.2",".",".",".",".",".",".","."
"890","047","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","051","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"890","053","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"890","054","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","056","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"890","059","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"890","068","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","070","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"890","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"PhD Research and Thesis","Course Total","","72","",".",".",".",".",".",".",".","47.2","2.8",".",".","50.0",".",".",".","."
"903
Graduate Seminar","001","","82","3.970","93.9","6.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","001","","10","3.600","60.0",".","40.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"964","002","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Adv Topics-Mech Engr","Course Total","","23","3.804","78.3","4.3","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","019","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","046","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Dissertator Research&Thesis","Course Total","","25","",".",".",".",".",".",".",".","60.0",".",".",".","40.0",".",".",".","."
