"Art-Exceptional Education","570
001","","7","3.857","71.4","28.6",".",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".","."
"Independent Reading & Rsch","699
061","","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Seminar in Art Education","951
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Adv Independent Reading","999
061","","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"ART ED
176","Dept. Total","","55","3.889","81.8","7.3","3.6",".","1.8","",".","",".","",".","",".",".","",".","",".","5.5",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","2","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","","46","3.875","84.8","8.7","4.3",".","2.2","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","","48","3.879","85.4","8.3","4.2",".","2.1","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Special","","","5","4.000","40.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".","60.0",".",".","."
"Graduate","","","2","4.000","100.0",".",".",".",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"","Dept. Total","","55","3.889","81.8","7.3","3.6",".","1.8","",".","",".","",".","",".",".","",".","",".","5.5",".",".","."
