"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","",""
"","105
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","105
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","105
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","105
006","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
007","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Human Dev; Awareness Proc","Course Total","29","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
001","14","3.625","57.1","7.1","7.1","14.3",".",".",".",".",".",".",".",".","14.3",".",".","."
"","110
002","15","3.571","60.0",".","20.0","13.3",".",".",".",".",".",".",".",".","6.7",".",".","."
"","110
003","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
004","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
005","21","3.857","81.0","9.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
110","16","3.688","81.3",".","12.5",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"","110
008","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","011
110","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".",".","7.1",".","."
"","110
014","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","110
015","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","110
016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Human Dev:Career Strategies","Course Total","122","3.843","83.6","2.5","6.6","3.3",".","0.8",".",".",".",".",".",".","2.5","0.8",".","."
"","115
001","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
003","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
004","24","3.958","95.8",".","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","010
115","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
012","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
013","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
014","8","3.500","62.5",".","12.5","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"","115
015","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
016","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
017","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
018","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
021","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
022","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
023","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
024","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
025","23","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
028","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
029","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
030","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","115
031","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
032","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","115
033","9","3.556","77.8",".","11.1",".",".","11.1",".",".",".",".",".",".",".",".",".","."
"","115
034","9","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
