"ALS","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (C A L S)","Section","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro-Int'l Issues Ag&Life Sci","165
001","46","3.870","89.1",".","8.7",".","2.2",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"WISE Seminar","175
001","19","4.000","100.0",".",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"World Hunger & Malnutrition","350
001","2","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","375
001","16","4.000","100.0",".",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"","375
002","5","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","375
019","30","3.474","46.7","16.7","23.3","3.3",".",".","","3.3",".","",".","",".",".","",".","",".","","6.7",".","."
"Special Topics","Course Total","51","3.614","68.6","9.8","13.7","2.0",".","",".","2.0","",".","",".",".","",".","",".","",".","3.9",".","."
"INTER-AG
494","Dept. Total","118","3.747","81.4","5.1","9.3","0.8","0.8","",".","0.8","",".","",".",".","",".","",".","",".","1.7",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"494
INTER-AG","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.889","92.6",".","3.7",".","3.7","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","47","3.857","89.4",".","10.6",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","20","3.411","70.0","5.0","10.0","5.0",".","",".","5.0","",".","",".",".","",".","",".","",".","5.0",".","."
"Senior","","22","3.726","59.1","22.7","13.6",".",".","",".",".","",".","",".",".","",".","",".","",".","4.5",".","."
"Undergraduates","","116","3.740","81.0","5.2","9.5","0.9","0.9","",".","0.9","",".","",".",".","",".","",".","",".","1.7",".","."
"Special","","1","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","1","4.000","100.0",".",".",".",".","",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","118","3.747","81.4","5.1","9.3","0.8","0.8","",".","0.8","",".","",".",".","",".","",".","",".","1.7",".","."
