"L&S","","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","",""
"LITTRANS
551","Dept. Total","1163","3.388","34.0","31.8","18.6","7.7","3.7","0.8","1.1","1.5","0.2",".","",".","",".","0.5","0.1","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","65","3.208","15.4","33.8","30.8","15.4","4.6",".",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","261","3.476","34.9","39.1","18.4","3.4","2.7","0.4","0.8",".",".",".","",".","",".","0.4",".",".","."
"Junior","","311","3.380","34.7","30.9","18.3","10.0","4.2",".","1.3","0.6",".",".","",".","",".",".",".",".","."
"Senior","","513","3.369","35.9","29.2","17.5","7.2","3.9","1.6","1.4","1.9","0.4",".","",".","",".","1.0",".",".","."
"Undergraduates","","1150","3.388","34.2","32.2","18.7","7.6","3.7","0.8","1.1","1.0","0.2",".","",".","",".","0.5",".",".","."
"Special","","11","3.000","9.1",".","9.1","18.2",".",".",".","45.5",".",".","",".","",".",".","9.1","9.1","."
"Graduate","","2","4.000","100.0",".",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"","Dept. Total","1163","3.388","34.0","31.8","18.6","7.7","3.7","0.8","1.1","1.5","0.2",".","",".","",".","0.5","0.1","0.1","."
