"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"MED","College Total","9266","3.549","39.6","17.8","15.4","2.1","1.4","0.3","0.2","16.1","0.0","4.8",".","0.9","0.3","0.0","0.9","0.2"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","11","3.586","45.5","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","166","3.326","47.6","19.9","16.9","5.4","5.4","3.0","1.2",".",".",".",".",".",".",".","0.6","."
"Junior","","693","3.439","48.5","20.9","20.2","3.2","5.1","0.6","0.6","0.1",".",".",".",".","0.1","0.1","0.6","."
"Senior","","1727","3.496","53.2","18.1","18.9","3.5","3.8","1.0","0.3","0.2",".","0.5",".",".","0.1",".","0.5","."
"Undergraduates","","2597","3.468","51.5","19.0","19.1","3.5","4.2","1.0","0.4","0.2",".","0.3",".",".","0.1","0.0","0.5","."
"Special","","110","3.481","50.9","16.4","12.7","2.7","1.8","1.8","0.9","7.3",".",".",".",".","3.6",".","1.8","."
"Graduate","","1451","3.734","41.7","10.9","5.1","0.4","0.2","0.1","0.1","29.8","0.1","2.8",".","5.7","0.5","0.1","2.6","."
"Prof Yr 1","","1748","3.558","18.1","14.6","5.7","0.7","0.1","0.1",".","50.3","0.1","8.7",".",".","0.6",".","0.6","0.6"
"Prof Yr 2","","1735","3.548","39.9","21.4","28.1","3.4","0.4",".","0.1","0.9",".","5.1",".",".","0.1",".","0.5","0.2"
"Prof Yr 3","","556","3.470","25.9","20.7","20.3","2.2","0.4",".",".","2.2",".","25.9",".","0.2",".",".","1.8","0.5"
"Prof Yr 4","","1110","3.706","50.3","21.4","13.1","0.5","0.3",".",".","12.3",".","1.1",".","0.1","0.5",".","0.2","0.2"
"Professionals","","5149","3.578","33.2","19.0","16.4","1.7","0.3","0.0","0.0","20.3","0.0","7.7",".","0.0","0.3",".","0.6","0.3"
"","College Total","9307","3.549","39.9","17.7","15.4","2.0","1.4","0.3","0.2","16.0","0.0","4.8",".","0.9","0.3","0.0","0.9","0.2"
