"PSYCHOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"820
PSYCH","","","","","","","","","","","","","","","","","","","",""
"682","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","065","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"686
Honors Seminar in Psych","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"692","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","029","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","040","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduate Thesis","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"693","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"693","051","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"693","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"693","066","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"693","075","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Animal Behavior Problems","Course Total","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","011","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"694","016","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","039","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","055","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"694","065","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Developmental Psych","Course Total","","35","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","019","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","024","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","040","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"695","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","049","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"695","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"695","067","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"695","069","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Probs-Clinical Psychology","Course Total","","37","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"697","009","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","014","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","017","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"697","020","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"697","022","","6","3.875","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"697","031","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"697","037","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"697","038","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"697","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","","Page 289 of 409",""
