"","990
094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
096","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
097","8","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","990
101","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","124","",".",".",".",".",".",".",".","65.3",".",".",".","34.7",".",".",".","."
"PHYSICS
754","Dept. Total","3211","3.088","23.5","21.3","22.8","15.5","9.7","1.6","0.6","2.9",".",".",".","1.4","0.3","0.2","0.1","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"754
PHYSICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","196","3.275","32.1","27.0","19.9","8.2","9.7","2.0",".","0.5",".",".",".",".",".",".",".","0.5"
"Sophomore","","631","2.984","17.7","23.0","23.3","20.0","12.8","1.7","0.8","0.2",".",".",".",".","0.2",".",".","0.3"
"Junior","","1087","3.060","20.8","21.3","27.5","17.9","10.7","1.5","0.1",".",".",".",".",".","0.2",".",".","0.1"
"Senior","","979","3.080","26.3","20.6","22.7","15.9","9.6","2.1","1.1","0.1",".",".",".","0.1","0.8","0.3","0.3","."
"Undergraduates","","2893","3.062","22.7","21.8","24.4","17.0","10.7","1.8","0.6","0.1",".",".",".","0.0","0.4","0.1","0.1","0.1"
"Special","","36","3.407","33.3","16.7","11.1","11.1","2.8",".",".","19.4",".",".",".",".",".","5.6",".","."
"Graduate","","282","3.653","29.4","16.7","7.8","0.4",".",".","0.4","30.1",".",".",".","15.2",".",".",".","."
"Prof Yr 3","","1","2.500",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".","."
"Professionals","","1","2.500",".",".",".","100.0",".",".",".",".",".",".",".",".",".",".",".","."
"","Dept. Total","3212","3.088","23.4","21.3","22.8","15.5","9.7","1.6","0.6","3.0",".",".",".","1.4","0.3","0.2","0.1","0.1"
