"","990
018","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
019","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
020","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","39","",".",".",".",".",".",".",".","51.3","2.6",".",".","41.0","2.6",".",".","2.6"
"AGRONOMY
132","Dept. Total","289","3.404","31.1","13.5","14.5","1.4","4.2","1.0","0.3","8.7","0.3","18.7",".","5.5","0.3",".",".","0.3"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"132
AGRONOMY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sophomore","","15","2.974","26.7","13.3","46.7",".","6.7",".","6.7",".",".",".",".",".",".",".",".","."
"Junior","","46","3.223","34.8","21.7","26.1","4.3","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"Senior","","95","3.457","47.4","18.9","23.2","2.1","6.3","1.1",".","1.1",".",".",".",".",".",".",".","."
"Undergraduates","","157","3.343","41.4","19.7","26.1","2.5","7.0","1.9","0.6","0.6",".",".",".",".",".",".",".","."
"Special","","2","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Graduate","","130","3.746","18.5","5.4","0.8",".","0.8",".",".","18.5","0.8","41.5",".","12.3","0.8",".",".","0.8"
"","Dept. Total","289","3.404","31.1","13.5","14.5","1.4","4.2","1.0","0.3","8.7","0.3","18.7",".","5.5","0.3",".",".","0.3"
