"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"VET","","","","","","","","","","","","","","","","","","","",""
"VET","College Total","3465","3.582","36.3","10.8","9.8","1.7","1.4","0.2","0.0","38.0","",".",".",".","0.3","1.3",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"VET","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Sophomore","","7","4.000","100.0",".",".",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Junior","","27","3.566","55.6","7.4","14.8",".","7.4",".",".","14.8","",".",".",".",".",".",".",".","."
"Senior","","41","3.683","70.7","2.4","9.8",".","2.4","2.4",".","12.2","",".",".",".",".",".",".",".","."
"Undergraduates","","75","3.670","68.0","4.0","10.7",".","4.0","1.3",".","12.0","",".",".",".",".",".",".",".","."
"Special","","10","",".",".",".",".",".",".",".","80.0","",".",".",".","10.0",".",".","10.0","."
"Graduate","","76","3.711","23.7","9.2","1.3","1.3",".",".",".","52.6","",".",".",".","11.8",".",".",".","."
"Prof Yr 1","","721","3.615","39.0","15.0","14.1","1.1","1.0",".",".","28.4","",".",".",".",".","1.4",".",".","."
"Prof Yr 2","","678","3.545","36.6","18.0","16.4","2.5","1.5","0.1",".","19.6","",".",".",".","0.1","5.2",".",".","."
"Prof Yr 3","","1001","3.426","30.8","12.8","11.3","3.0","2.5","0.1","0.1","39.3","",".",".",".",".","0.1",".","0.1","."
"Prof Yr 4","","904","3.894","38.9","0.8","0.6","0.3","0.3","0.3",".","58.5","",".",".",".",".",".",".","0.2","."
"Professionals","","3304","3.578","36.0","11.0","10.0","1.8","1.4","0.2","0.0","38.1","",".",".",".","0.0","1.4",".","0.1","."
"","College Total","3465","3.582","36.3","10.8","9.8","1.7","1.4","0.2","0.0","38.0","",".",".",".","0.3","1.3",".","0.1","."
