"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","204
018","10","2.950","40.0",".","20.0","30.0",".",".","10.0",".",".",".",".",".",".",".",".","."
"","204
019","15","3.143","20.0","20.0","33.3","6.7","13.3",".",".","6.7",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","313","3.110","24.0","20.8","33.9","6.7","9.6","1.9","2.2","1.0",".",".",".",".",".",".",".","."
"Spanish for Spanish Speaker","001
207","6","3.417","33.3","16.7","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","223
001","183","3.709","69.9","11.5","12.0","3.8","1.6",".","0.5","0.5",".",".",".",".",".",".",".","."
"","223
002","23","3.478","39.1","26.1","30.4",".","4.3",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","206","3.683","66.5","13.1","14.1","3.4","1.9",".","0.5","0.5",".",".",".",".",".",".",".","."
"","001
224","21","3.690","61.9","14.3","23.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
002","20","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","22","3.591","59.1","13.6","18.2","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","224
004","21","3.476","38.1","23.8","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"","224
005","23","3.432","39.1","17.4","26.1","13.0",".",".",".",".",".",".",".",".",".",".",".","4.3"
"","224
006","23","3.717","69.6","17.4","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","224
007","21","3.833","71.4","23.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
008","24","3.667","62.5","16.7","16.7",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","224
009","24","3.729","62.5","25.0","8.3","4.2",".",".",".",".",".",".",".",".",".",".",".","."
"","010
224","23","3.826","78.3","13.0","4.3","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Hispanic Literatures","Course Total","222","3.661","59.5","18.9","16.2","3.6","1.4",".",".",".",".",".",".",".",".",".",".","0.5"
"","226
001","11","3.278","36.4","27.3","9.1",".",".",".","9.1","18.2",".",".",".",".",".",".",".","."
"","226
003","17","3.882","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
226","16","3.313","31.3","25.0","25.0","12.5","6.3",".",".",".",".",".",".",".",".",".",".","."
"","226
005","18","3.556","44.4","22.2","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
006","18","3.333","27.8","16.7","50.0","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","226
007","19","3.395","36.8","10.5","47.4","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
008","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
009","19","3.342","21.1","31.6","42.1","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","16","3.313","25.0","12.5","62.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
011","17","3.765","64.7","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
012","19","3.579","36.8","42.1","21.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
013","13","3.462","38.5","30.8","23.1",".","7.7",".",".",".",".",".",".",".",".",".",".","."
"","226
014","16","3.844","75.0","18.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
017","14","3.615","28.6","57.1","7.1",".",".",".",".","7.1",".",".",".",".",".",".",".","."
"","226
019","14","2.964",".","14.3","71.4","7.1","7.1",".",".",".",".",".",".",".",".",".",".","."
"","226
020","19","3.316","21.1","21.1","57.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
021","16","3.567","37.5","31.3","25.0",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"","226
022","20","3.600","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
023","19","3.368","31.6","26.3","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","024
226","18","3.528","38.9","33.3","22.2","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","226
025","19","3.658","52.6","36.8","5.3",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"Interm Lang Prac-","Course Total","355","3.514","42.0","24.5","28.5","2.3","1.4",".","0.3","1.1",".",".",".",".",".",".",".","."
"Latin America-Introduction","260
001","10","3.000","40.0",".","20.0",".","20.0","10.0",".","10.0",".",".",".",".",".",".",".","."
"","311
001","19","3.395","47.4","15.8","26.3",".","5.3","5.3",".",".",".",".",".",".",".",".",".","."
"","311
002","19","3.579","52.6","21.1","21.1",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","311
003","20","3.600","50.0","20.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
311","19","3.158","26.3","36.8","15.8","5.3","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","Page 310 of 409",""
