"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","",""
"","250
001","15","3.879","80.0",".","13.3",".",".",".",".",".",".",".",".",".",".",".","6.7","."
"","002
250","13","3.914","76.9","15.4",".",".",".",".",".",".",".",".",".",".",".",".","7.7","."
"","003
250","11","4.000","90.9",".",".",".",".",".",".",".",".",".",".",".",".",".","9.1","."
"","250
004","12","3.857","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
005","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
006","14","3.844","71.4","21.4","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
250","13","3.968","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
008","12","3.948","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","250
009","20","3.907","80.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","10.0","."
"Undergrad Research Experience","Course Total","123","3.920","83.7","7.3","4.9",".",".",".",".",".",".",".",".",".",".",".","4.1","."
"","260
001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","260
002","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intrnshp in Liberal Arts & Sci","Course Total","32","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"INTER-LS
502","Dept. Total","155","3.929","87.1","5.8","3.9",".",".",".",".",".",".",".",".",".",".",".","3.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","20","3.869","70.0","15.0","5.0",".",".",".",".",".",".",".",".",".",".",".","10.0","."
"Sophomore","","59","3.909","83.1","8.5","5.1",".",".",".",".",".",".",".",".",".",".",".","3.4","."
"Junior","","51","3.969","94.1",".","3.9",".",".",".",".",".",".",".",".",".",".",".","2.0","."
"Senior","","25","3.959","96.0","4.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","155","3.929","87.1","5.8","3.9",".",".",".",".",".",".",".",".",".",".",".","3.2","."
"","Dept. Total","155","3.929","87.1","5.8","3.9",".",".",".",".",".",".",".",".",".",".",".","3.2","."
