"TERM : 1134","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2012-2013","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","299","3.443","36.1","28.1","17.4","8.0","4.3","0.3","",".","1.3","",".",".","",".","1.3","2.7","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","15","3.244","20.0","26.7","33.3","20.0",".",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","35","3.452","22.9","48.6","22.9",".","2.9",".","",".",".","",".",".","",".",".","2.9",".",".","."
"Junior","","69","3.485","36.2","36.2","17.4","2.9","5.8","1.4","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","146","3.397","38.4","24.0","15.8","13.0","5.5",".","",".",".","",".",".","",".",".","2.7","0.7",".","."
"Undergraduates","","265","3.417","34.7","30.6","18.1","9.1","4.9","0.4","",".",".","",".",".","",".",".","1.9","0.4",".","."
"Special","","2","",".",".",".",".",".",".","",".","100.0","",".",".","",".",".",".",".",".","."
"Graduate","","32","3.739","50.0","9.4","12.5",".",".",".","",".","6.3","",".",".","",".","12.5","9.4",".",".","."
"","Dept. Total","299","3.443","36.1","28.1","17.4","8.0","4.3","0.3","",".","1.3","",".",".","",".","1.3","2.7","0.3",".","."
