"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","222
002","269","2.723","21.6","20.8","14.9","12.6","12.6","9.7","7.1","0.4",".",".",".",".",".",".",".","0.4"
"","222
003","227","2.683","21.1","10.6","27.3","7.9","18.5","7.9","6.6",".",".",".",".",".",".",".",".","."
"","004
222","166","2.524","15.1","12.0","25.3","8.4","19.9","13.3","6.0",".",".",".",".",".",".",".",".","."
"Calculus&Analytic Geometry 2","Course Total","907","2.755","19.1","16.9","22.9","13.0","14.0","8.4","4.9","0.1",".",".",".",".","0.6",".",".","0.2"
"","234
001","155","2.719","20.6","6.5","24.5","12.9","25.8","5.8","2.6","0.6",".",".",".",".",".",".",".","0.6"
"","002
234","237","2.820","28.3","8.0","20.7","9.3","25.7","3.0","4.6",".",".",".",".",".","0.4",".",".","."
"","234
003","238","3.034","27.7","16.4","21.8","13.0","16.8","3.4","0.8",".",".",".",".",".",".",".",".","."
"Calc--Functns of Variables","Course Total","630","2.876","26.2","10.8","22.1","11.6","22.4","3.8","2.7","0.2",".",".",".",".","0.2",".",".","0.2"
"Intro to Discrete Mathematics","240
001","35","2.357","2.9","5.7","22.9","31.4","22.9","11.4","2.9",".",".",".",".",".",".",".",".","."
"Topics in Calculus II","276
001","23","3.609","60.9","8.7","21.7","8.7",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study in Math","298
015","88","",".",".",".",".",".",".",".",".",".","98.9","1.1",".",".",".",".","."
"","303
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","303
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory-Interst & Life Insur","Course Total","8","3.188","12.5","37.5","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Math Statistics","001
310","17","2.971","35.3","5.9","17.6","23.5","11.8",".","5.9",".",".",".",".",".",".",".",".","."
"","319
001","183","2.978","40.4","13.7","14.2","3.8","12.6","9.3","5.5","0.5",".",".",".",".",".",".",".","."
"","002
319","92","2.896","37.0","10.9","13.0","5.4","18.5","10.9","3.3",".",".",".",".",".",".",".",".","1.1"
"","319
010","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","Course Total","278","2.949","38.8","12.9","14.0","4.3","14.7","9.7","4.7","0.4",".",".",".",".",".",".",".","0.4"
"","320
001","134","3.112","18.7","40.3","17.9","9.0","7.5","4.5","2.2",".",".",".",".",".",".",".",".","."
"","320
002","102","2.681","18.6","17.6","19.6","12.7","12.7","15.7","2.9",".",".",".",".",".",".",".",".","."
"","003
320","38","2.632","18.4","7.9","23.7","2.6","39.5","5.3","2.6",".",".",".",".",".",".",".",".","."
"","320
004","117","2.879","19.7","19.7","22.2","12.8","16.2","6.8","1.7",".",".",".",".",".",".",".","0.9","."
"Linear Alg & Diff Equations","Course Total","391","2.883","18.9","25.1","20.2","10.5","14.6","8.2","2.3",".",".",".",".",".",".",".","0.3","."
"Appl Mathematical Analysis","321
001","62","2.597","21.0","11.3","22.6","17.7","8.1","8.1","11.3",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","29","2.804","20.7","17.2","24.1","13.8","6.9","6.9","6.9","3.4",".",".",".",".",".",".",".","."
"Intro:Prob&Markov Chain Mod","331
002","31","2.968","22.6","6.5","32.3","19.4","19.4",".",".",".",".",".",".",".",".",".",".","."
"","340
002","73","3.296","41.1","11.0","28.8","8.2","4.1","2.7","1.4",".","1.4",".",".",".",".",".",".","1.4"
"","340
003","96","3.094","26.0","26.0","18.8","13.5","11.5","1.0","3.1",".",".",".",".",".",".",".",".","."
"","340
010","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","020
340","6","1.000",".",".",".",".","33.3","33.3","33.3",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","179","3.048","30.7","18.4","21.8","11.2","8.9","2.8","5.0",".","0.6",".",".",".",".",".",".","0.6"
"Linear Algebra","341
001","37","3.243","27.0","29.7","21.6","13.5","5.4","2.7",".",".",".",".",".",".",".",".",".","."
"Basic Concepts of Math","371
002","23","3.174","26.1","13.0","39.1","13.0","8.7",".",".",".",".",".",".",".",".",".",".","."
"Topics-Multi-Var Calc&Diff Eq","376
002","50","3.470","46.0","14.0","32.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","421
001","60","3.051","20.0","21.7","26.7","18.3","6.7","5.0",".",".",".",".",".",".","1.7",".",".","."
"","431
001","35","2.943","34.3","8.6","25.7","2.9","20.0","2.9","5.7",".",".",".",".",".",".",".",".","."
"","431
002","41","3.220","24.4","17.1","46.3","2.4","9.8",".",".",".",".",".",".",".",".",".",".","."
"","003
431","35","2.897","22.9",".","42.9","8.6","20.0",".","2.9",".",".",".",".",".",".","2.9",".","."
"","431
004","25","2.708","20.0","16.0","24.0","8.0","8.0","16.0","4.0",".",".",".",".",".","4.0",".",".","."
"Intro-Theory of Probability","Course Total","136","2.974","25.7","10.3","36.0","5.1","14.7","3.7","2.9",".",".",".",".",".","0.7","0.7",".","."
"Intro to Modern Algebra","441
001","10","2.550","20.0","10.0","30.0",".","20.0","10.0","10.0",".",".",".",".",".",".",".",".","."
"College Geometry I","461
001","29","3.517","69.0",".","20.7",".","6.9",".","3.4",".",".",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","Page 258 of 409",""
