"","999
061","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","062
999","6","3.824","83.3",".","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","999
063","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","999
069","7","",".",".",".",".",".",".",".","14.3",".",".",".","85.7",".",".",".","."
"Advanced Independent Study","Course Total","23","3.935","52.2",".","4.3",".",".",".",".","17.4",".",".",".","26.1",".",".",".","."
"CIV ENGR
240","Dept. Total","1466","3.353","42.8","17.4","17.3","5.6","5.7","1.4","0.4","5.9","0.1",".",".","3.1","0.3",".","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"240
CIV ENGR","","","","","","","","","","","","","","","","","","",""
"Sophomore","","16","3.068","18.8","31.3","18.8","18.8","12.5",".",".",".",".",".",".",".",".",".",".","."
"Junior","","102","2.908","20.6","22.5","20.6","11.8","17.6","5.9","1.0",".",".",".",".",".",".",".",".","."
"Senior","","927","3.321","44.1","18.3","22.0","6.4","6.5","1.6","0.5","0.2",".",".",".",".","0.3",".",".","."
"Undergraduates","","1045","3.275","41.4","18.9","21.8","7.1","7.7","2.0","0.6","0.2",".",".",".",".","0.3",".",".","."
"Special","","25","3.639","40.0","28.0","4.0",".","4.0",".",".","20.0",".",".",".",".",".",".","4.0","."
"Graduate","","396","3.702","46.5","12.6","6.1","2.0","0.5",".",".","20.2","0.3",".",".","11.4","0.5",".",".","."
"","Dept. Total","1466","3.353","42.8","17.4","17.3","5.6","5.7","1.4","0.4","5.9","0.1",".",".","3.1","0.3",".","0.1","."
