"","998
060","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","998
062","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","998
083","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Chemical Biology","Course Total","35","",".",".",".",".",".",".",".","88.6",".",".",".","11.4",".",".",".","."
"CHEM
224","Dept. Total","6032","3.014","25.4","13.1","26.9","10.4","13.7","2.9","1.1","4.6","0.0","1.1",".","0.5","0.1","0.0","0.0","0.0"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","786","2.859","17.0","11.7","32.6","16.9","16.0","4.7","1.0",".",".",".",".",".",".",".",".","."
"Sophomore","","1996","3.037","24.4","14.1","31.4","11.5","15.0","2.8","0.8",".",".",".",".",".","0.2",".",".","."
"Junior","","1514","3.012","27.5","12.4","28.9","10.3","16.2","3.3","1.4",".",".","0.1",".",".",".",".",".","."
"Senior","","1022","2.994","29.5","16.2","24.3","10.2","13.9","2.9","2.3","0.1",".","0.1",".","0.1","0.1","0.2","0.1","."
"Undergraduates","","5318","2.992","25.2","13.7","29.5","11.7","15.3","3.2","1.3","0.0",".","0.0",".","0.0","0.1","0.0","0.0","."
"Special","","69","3.287","43.5","17.4","15.9","2.9","8.7","5.8","1.4","1.4",".",".",".",".","2.9",".",".","."
"Graduate","","822","3.599","39.4","6.6","5.7","0.1","0.6","0.1",".","35.6","0.1","7.5",".","3.4","0.2","0.1","0.2","0.1"
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 4","","4","4.000","50.0",".",".",".",".",".",".","50.0",".",".",".",".",".",".",".","."
"Professionals","","5","4.000","60.0",".",".",".",".",".",".","40.0",".",".",".",".",".",".",".","."
"","Dept. Total","6214","3.014","27.3","12.7","26.2","10.1","13.3","2.8","1.1","4.8","0.0","1.0",".","0.5","0.1","0.0","0.0","0.0"
