"","999
076","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
077","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
081","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Work","Course Total","45","3.972","66.7","4.4",".",".",".",".",".","20.0","",".",".","",".","4.4","4.4",".",".","."
"HISTORY
448","Dept. Total","2949","3.436","35.4","29.1","18.0","4.7","2.1","0.7","1.1","6.7","",".","0.1","",".","0.9","0.8","0.2","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","185","3.353","28.1","37.8","20.5","8.6","3.2","1.6",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","547","3.434","32.5","35.8","24.1","4.2","2.0","0.5","0.5",".","",".",".","",".",".","0.2",".",".","."
"Junior","","712","3.388","35.1","31.7","21.1","6.2","2.2","0.8","1.8","0.1","",".","0.1","",".",".","0.3","0.4",".","."
"Senior","","1101","3.431","37.5","31.2","19.0","5.0","2.5","0.9","1.1","1.5","",".","0.1","",".","0.2","1.1",".",".","."
"Undergraduates","","2545","3.413","35.1","32.8","20.8","5.4","2.4","0.9","1.1","0.7","",".","0.1","",".","0.1","0.6","0.1",".","."
"Special","","136","2.930","5.9","4.4","2.2","1.5","1.5",".","2.2","75.7","",".",".","",".",".","1.5","1.5","3.7","."
"Graduate","","267","3.950","52.8","6.0",".",".",".",".",".","28.8","",".",".","",".","9.4","3.0",".",".","."
"Prof Yr 3","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","2949","3.436","35.4","29.1","18.0","4.7","2.1","0.7","1.1","6.7","",".","0.1","",".","0.9","0.8","0.2","0.2","."
