"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"","Section Total","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","002","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","002","","13","3.923","84.6","15.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","Section Total","","21","3.945","90.5","9.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","003","","8","3.750","75.0",".","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","004","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","005","","11","3.875","63.6",".","9.1",".",".",".",".",".",".",".",".",".","27.3",".",".","."
"675","008","","7","3.786","85.7",".",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"675","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"675","010","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","85","3.924","89.4","2.4","3.5","1.2",".",".",".",".",".",".",".",".","3.5",".",".","."
"677
Education, Health & Sexuality","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"690","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","010","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","053","","15","3.933","86.7","13.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","056","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","068","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"690","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"690","099","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Field Work","Course Total","","63","3.986","95.2","3.2",".",".",".",".",".","1.6",".",".",".",".",".",".",".","."
"692
School Practicum in Com Dis","001","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","057","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","075","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","077","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","","19","3.941","78.9",".","5.3",".",".",".",".","5.3",".",".",".",".","5.3","5.3",".","."
"714
Research & Eval Paradigms","001","","9","4.000","55.6",".",".",".",".",".",".",".",".",".",".",".","44.4",".",".","."
"723
Life History:Theories & Methds","001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"760
Sex/Gender-Related Iss in C&I","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"789
Qual Rsch Mthds-Educ: Field II","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"811
Instruction of Mathematics","001","","8","3.688","62.5","25.0",".","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"829
Prosmr-Amer Curric Theory","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"844
Culturally Relevnt Pedagogy","001","","28","3.981","92.9","3.6",".",".",".",".",".","3.6",".",".",".",".",".",".",".","."
"910
Smr-Curriculum Development","001","","23","3.881","69.6","21.7",".",".",".",".",".",".",".",".",".",".","8.7",".",".","."
"945
Seminar in Music Education","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"July 22, 2013","","","","","","","","","","","","","","","","","","","","Page 85 of 409"
