"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY CORE CURRICULUM","Section","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular Biology","303
001","106","3.075","30.2","8.5","37.7","6.6","10.4","6.6",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
001","24","3.417","33.3","16.7","50.0",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
002","19","3.395","36.8","5.3","57.9",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
003","22","3.705","54.5","31.8","13.6",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","304
004","19","3.500","47.4","10.5","36.8","5.3",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"","005
304","18","3.444","33.3","22.2","44.4",".",".",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"Cellular Biology Laboratory","Course Total","102","3.495","41.2","17.6","40.2","1.0",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Biological Interactions","333
001","82","3.110","12.2","18.3","54.9","8.5","6.1",".",".","",".","",".","",".",".","",".","",".","",".",".","."
"BIOCORE
206","Dept. Total","290","3.198","29.0","14.5","43.4","5.2","5.5","2.4","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","16","3.225","56.3",".","18.8","12.5","6.3","6.3","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","144","3.184","28.5","13.9","45.8","2.8","6.3","2.8","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","126","3.214","26.2","17.5","43.7","6.3","4.8","1.6","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","286","3.200","29.0","14.7","43.4","4.9","5.6","2.4","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","4","3.050","25.0",".","50.0","25.0",".",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","290","3.198","29.0","14.5","43.4","5.2","5.5","2.4","",".","",".","",".",".","",".","",".","",".",".",".","."
