"L&S","","","","","","","","","","","","","","","","","",""
"ENGLISH AS A SECOND LANGU","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","",""
"Acad Present. and Discussion","344
001","11","",".",".",".",".",".",".",".",".   
.","100.0",".",".",".",".",".","."
"","345
001","11","",".",".",".",".",".",".",".",".   
.","90.9","9.1",".",".",".",".","."
"","345
002","12","",".",".",".",".",".",".",".",".   
.","91.7","8.3",".",".",".",".","."
"American English Pronunciation","Course Total","23","",".",".",".",".",".",".",".",".  
.","91.3","8.7",".",".",".",".","."
"Academic Writing for Grads","349
001","14","",".",".",".",".",".",".",".",".   
.","100.0",".",".",".",".",".","."
"English for Lawyers","352
001","8","",".",".",".",".",".",".",".",".   
.","100.0",".",".",".",".",".","."
"ESL
351","Dept. Total","589","3.819","34.6","9.7","2.0","0.2",".",".","0.3","7.0
1.4","43.5","1.2",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","",""
"Freshmen","","99","3.822","29.3","16.2",".",".",".",".",".","5.1
.","45.5","4.0",".",".",".",".","."
"Sophomore","","281","3.838","45.9","8.5","3.2","0.4",".",".","0.4","8.9
1.8","30.6",".",".","0.4",".",".","."
"Junior","","77","3.766","44.2","13.0","2.6",".",".",".","1.3","9.1
3.9","24.7","1.3",".",".",".",".","."
"Senior","","27","3.775","44.4","25.9","3.7",".",".",".",".","14.8
.","11.1",".",".",".",".",".","."
"Undergraduates","","484","3.819","42.1","11.8","2.5","0.2",".",".","0.4","8.5
1.7","31.6","1.0",".","0.2",".",".","."
"Special","","44","",".",".",".",".",".",".",".",".  
.","97.7","2.3",".",".",".",".","."
"Graduate","","73","",".",".",".",".",".",".",".",".  
.","98.6","1.4",".",".",".",".","."
"Prof Yr 4","","8","",".",".",".",".",".",".",".",".  
.","100.0",".",".",".",".",".","."
"Professionals","","8","",".",".",".",".",".",".",".",".  
.","100.0",".",".",".",".",".","."
"","Dept. Total","609","3.819","33.5","9.4","2.0","0.2",".",".","0.3","6.7
1.3","45.3","1.1",".","0.2",".",".","."
