"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","",""
"NURSING","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","",""
"Health Care: Intrdis Appr","105
001","128","3.766","68.8","18.0","5.5","1.6",".","0.8","0.8","3.9",".",".",".",".",".","0.8",".","."
"","299
053","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","2","***","","","","","","","","","","","","","","","",""
"","323
001","81","3.437","16.0","56.8","21.0","3.7",".",".",".","2.5",".",".",".",".",".",".",".","."
"","323
002","80","3.449","13.8","62.5","18.8","2.5",".",".",".","2.5",".",".",".",".",".",".",".","."
"Hlth & Ill Indiv Fam","Course Total","161","3.443","14.9","59.6","19.9","3.1",".",".",".","2.5",".",".",".",".",".",".",".","."
"","324
001","80","3.819","65.0","33.8","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","324
002","80","3.856","72.5","26.3","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mtg Psychosocial Hlth Needs","Course Total","160","3.838","68.8","30.0","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","325
001","80","3.886","78.8","17.5","2.5",".",".",".",".","1.3",".",".",".",".",".",".",".","."
"","325
002","80","3.869","73.8","26.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Profnlism in Hlth Care Stgs","Course Total","160","3.877","76.3","21.9","1.3",".",".",".",".","0.6",".",".",".",".",".",".",".","."
"Hlth Ill Indiv Fam Exp Lrng I","326
001","162","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Hlt Ill Indiv Fam Exp Lrng II","327
001","162","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","436
001","25","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","436
002","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","436
003","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Hlth & Ill Indiv Fam Cmty: EL","Course Total","41","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Soc Justice in Loc & Glb Stgs","437
001","41","3.976","95.1","4.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","442
001","11","3.864","72.7","27.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","442
002","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hlth Syst, Polc, & Econ","Course Total","18","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","443
001","79","3.816","70.9","22.8","5.1","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"","443
002","80","3.869","80.0","15.0","3.8","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"","443
003","41","3.951","90.2","9.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Cnpts in Cplx Nrsg Prac","Course Total","200","3.865","78.5","17.0","3.5","1.0",".",".",".",".",".",".",".",".",".",".",".","."
"","444
001","68","3.735","52.9","42.6","2.9","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"","444
002","73","3.644","34.2","60.3","5.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Hlth Syst, Polc, Econ, & Rsrch","Course Total","141","3.688","43.3","51.8","4.3","0.7",".",".",".",".",".",".",".",".",".",".",".","."
"","445
001","79","3.962","92.4","7.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","445
002","80","3.981","97.5","1.3","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Transformative Nrsg Capstone","Course Total","159","3.972","95.0","4.4","0.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","446
001","71","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","446
002","67","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","446
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","446
004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","446
005","73","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","446
006","68","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","446
007","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","446
008","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","446
009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"August 24, 2020","","","","","","","","","","","","","","","","","","Page 423 of 447",""
