"BIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","",""
"Senior Thesis","692
001","1","***","","","","","","","","",".",".","",".","",".",".",".","."
"BIOLOGY
205","Dept. Total","1413","3.451","37.4","14.0","24.9","2.2","3.5","0.8","0.4","13.8
2.8",".","",".","",".","0.1","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"205
BIOLOGY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","144","2.944","20.1","8.3","20.1","6.3","6.9","4.2","2.1","23.6
7.6",".","",".","",".",".","0.7",".","."
"Sophomore","","622","3.346","29.9","14.1","30.4","2.1","5.0","0.6",".","15.6
2.1",".","",".","",".","0.2",".",".","."
"Junior","","531","3.598","46.9","15.8","21.7","1.3","1.3",".","0.4","10.2
2.4",".","",".","",".",".",".",".","."
"Senior","","110","3.642","56.4","11.8","14.5","1.8","0.9","1.8","0.9","9.1
2.7",".","",".","",".",".",".",".","."
"Undergraduates","","1407","3.451","37.4","14.0","24.8","2.2","3.5","0.9","0.4","13.9
2.8",".","",".","",".","0.1","0.1",".","."
"Special","","6","3.442","33.3","16.7","50.0",".",".",".",".",".  
.",".","",".","",".",".",".",".","."
"","Dept. Total","1413","3.451","37.4","14.0","24.9","2.2","3.5","0.8","0.4","13.8
2.8",".","",".","",".","0.1","0.1",".","."
