"HEC","","","","","","","","","","","","","","","","","","","",""
"DESIGN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","",""
"DS
359","Dept. Total","797","3.768","65.0","21.1","6.6","0.6","0.6","0.1","0.3","4.6
0.3",".","",".","",".","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"359
DS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","38","3.641","47.4","26.3","15.8",".",".",".",".","7.9
2.6",".","",".","",".",".",".",".","."
"Sophomore","","153","3.816","69.3","21.6","5.9",".",".",".",".","1.3
.",".","",".","",".","2.0",".",".","."
"Junior","","257","3.791","64.2","22.2","7.0","0.8",".",".",".","5.1
0.4",".","",".","",".","0.4",".",".","."
"Senior","","301","3.712","62.5","22.3","6.6","0.7","1.7","0.3","0.7","5.3
.",".","",".","",".",".",".",".","."
"Undergraduates","","749","3.756","63.7","22.3","7.1","0.5","0.7","0.1","0.3","4.5
0.3",".","",".","",".","0.5",".",".","."
"Special","","3","***","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","45","4.000","88.9",".",".",".",".",".",".","6.7
.",".","",".","",".","4.4",".",".","."
"","Dept. Total","797","3.768","65.0","21.1","6.6","0.6","0.6","0.1","0.3","4.6
0.3",".","",".","",".","0.8",".",".","."
