"","999
092","3","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
156","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"","999
192","1","***","","","","","","","","","","",".",".",".",".",".",".","."
"Doctoral Ind. Study","Course Total","25","4.000","92.0",".",".",".",".",".","",".","4.0",".",".",".",".","4.0",".",".","."
"CURRIC
272","Dept. Total","1599","3.942","72.6","3.6","1.6","0.1","0.3","0.1","",".","5.4",".","14.1","0.1","1.4","0.6","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S/SD","U/UD","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","10","4.000","100.0",".",".",".",".",".","",".",".",".",".",".",".",".",".",".","."
"Sophomore","","38","3.931","89.5","5.3","5.3",".",".",".","",".",".",".",".",".",".",".",".",".","."
"Junior","","215","3.917","81.4","5.1","4.2",".",".",".","",".","1.9",".","7.4",".",".",".",".",".","."
"Senior","","700","3.934","71.1","4.0","1.1","0.1","0.4","0.1","",".","1.1",".","20.7",".",".","0.7",".",".","."
"Undergraduates","","963","3.930","74.5","4.3","2.0","0.1","0.3","0.1","",".","1.2",".","16.7",".",".","0.5",".",".","."
"Special","","40","3.974","90.0","5.0",".",".",".",".","",".","5.0",".",".",".",".",".",".",".","."
"Graduate","","596","3.960","68.5","2.3","1.2",".","0.2",".","",".","12.1",".","10.7","0.2","3.9","0.8","0.2",".","."
"","Dept. Total","1599","3.942","72.6","3.6","1.6","0.1","0.3","0.1","",".","5.4",".","14.1","0.1","1.4","0.6","0.1",".","."
