"EDU","","","","","","","","","","","","","","","","","","","",""
"DANCE","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","1204","3.863","82.1","7.6","3.7","0.4","0.7","0.2","0.4","3.3
0.7",".","",".","",".","0.2","0.1",".","0.5"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","75","3.837","82.7","10.7",".",".","2.7",".","1.3","1.3
1.3",".","",".","",".",".",".",".","."
"Sophomore","","262","3.874","85.1","7.3","3.4","0.4","1.1",".","0.4","2.3
.",".","",".","",".",".",".",".","."
"Junior","","264","3.887","84.8","6.8","3.4","0.8",".","0.4","0.8","1.5
1.1",".","",".","",".","0.4",".",".","."
"Senior","","552","3.847","80.3","8.3","4.2","0.4","0.5","0.2","0.2","4.9
0.7",".","",".","",".","0.4",".",".","."
"Undergraduates","","1153","3.864","82.6","7.9","3.6","0.4","0.7","0.2","0.4","3.3
0.7",".","",".","",".","0.3",".",".","."
"Special","","32","3.733","59.4",".","9.4",".","3.1","3.1",".",".  
.",".","",".","",".","3.1","3.1",".","18.8"
"Graduate","","21","3.976","85.7","4.8",".",".",".",".",".","9.5
.",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1207","3.863","82.0","7.6","3.6","0.4","0.7","0.2","0.4","3.3
0.7",".","",".","",".","0.3","0.1",".","0.5"
