"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","",""
"FOREST AND WILDLIFE ECOLO","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"396
F&W ECOL","","","","","","","","","","","","","","","","","","",""
"875","007","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics","Course Total","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"879
Advanced Landscape Ecology","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","014","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","024","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","027","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","031","6","",".",".",".",".",".",".",".","83.3",".",".",".","16.7",".",".",".","."
"990","037","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","044","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","052","13","",".",".",".",".",".",".",".","15.4",".",".",".","84.6",".",".",".","."
"990","054","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","058","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","Course Total","58","",".",".",".",".",".",".",".","62.1",".",".",".","37.9",".",".",".","."
