"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"614
Field Exper in Communicatn","001","8","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"615
Secnd Fld Exp-Communication","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"626
Youth Dev and Social Media","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"651
Adv Video Productn&Directn","001","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"659
Adv Motion Pic Prod Wkshp","001","19","3.882","68.4","21.1",".",".",".",".",".","10.5",".",".",".",".",".",".",".","."
"698","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","047","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","4","***","","","","","","","","","","","","","","","",""
"699","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","033","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study","Course Total","16","3.965","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"762
Communication Research Methods","001","7","3.750","57.1","14.3","14.3",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"799","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","042","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","044","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"902
Film Colloquium","001","20","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"903
Media&Cultural Studies Colloq","001","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"904
Communicatn Science Colloq","001","15","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"905
Rhetoric Colloquium","001","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"950","001","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"950","002","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Radio-Tv-Film","Course Total","23","3.957","95.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"955
Media History & Historiography","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"969
Smr-Contemp Rhetorical Thry","001","14","4.000","92.9",".",".",".",".",".",".",".","7.1",".",".",".",".",".",".","."
"990","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","008","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","032","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","033","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","039","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","041","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
