"MILITARY SCIENCE","Section","#","Ave","A","AB","","B","","BC","","C","","D","F","","S/SD U/UD","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","102
001","5","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","102
002","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","102
003","12","3.700","75.0",".","","",".",".","","",".","8.3","",".","16.7
.",".",".","",".","",".","",".",".","."
"Basic Leadership","Course Total","21","3.842","85.7","",".","",".","",".","",".","4.8","",".","9.5
.",".","",".","",".","",".",".",".","."
"Leadership Lab 1B","111
111","13","4.000","100.0",".","","",".",".","","",".",".","",".",".   
.",".",".","",".","",".","",".",".","."
"","202
001","17","4.000","100.0",".","","",".",".","","",".",".","",".",".   
.",".",".","",".","",".","",".",".","."
"","202
002","9","4.000","100.0",".","","",".",".","","",".",".","",".",".   
.",".",".","",".","",".","",".",".","."
"Leadership and Teamwork","Course Total","26","4.000","100.0","",".","",".","",".","",".",".","",".",".  
.",".","",".","",".","",".",".",".","."
"Leadership Lab 2B","211
211","14","4.000","100.0",".","","",".",".","","",".",".","",".",".   
.",".",".","",".","",".","",".",".","."
"Leadership and Ethics","302
001","23","4.000","100.0",".","","",".",".","","",".",".","",".",".   
.",".",".","",".","",".","",".",".","."
"Leadership Lab 3B","311
001","24","4.000","100.0",".","","",".",".","","",".",".","",".",".   
.",".",".","",".","",".","",".",".","."
"","402
001","13","4.000","100.0",".","","",".",".","","",".",".","",".",".   
.",".",".","",".","",".","",".",".","."
"","402
002","4","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Officership","Course Total","17","4.000","100.0","",".","",".","",".","",".",".","",".",".  
.",".","",".","",".","",".",".",".","."
"Leadership Lab 4B","411
001","17","4.000","100.0",".","","",".",".","","",".",".","",".",".   
.",".",".","",".","",".","",".",".","."
"MIL SCI
644","Dept. Total","155","3.986","98.1","",".","",".","",".","",".","0.6","",".","1.3
.",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","","B","","BC","","C","","D","F","","S/SD
U/UD","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.857","81.3","",".","",".","",".","",".","6.3","",".","12.5
.",".","",".","",".","",".",".",".","."
"Sophomore","","21","4.000","100.0","",".","",".","",".","",".",".","",".",".  
.",".","",".","",".","",".",".",".","."
"Junior","","46","4.000","100.0","",".","",".","",".","",".",".","",".",".  
.",".","",".","",".","",".",".",".","."
"Senior","","70","4.000","100.0","",".","",".","",".","",".",".","",".",".  
.",".","",".","",".","",".",".",".","."
"Undergraduates","","153","3.986","98.0","",".","",".","",".","",".","0.7","",".","1.3
.",".","",".","",".","",".",".",".","."
"Special","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","155","3.986","98.1","",".","",".","",".","",".","0.6","",".","1.3
.",".","",".","",".","",".",".",".","."
