"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"BOTANY","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","",""
"692","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692","034","2","***","","","","","","","","","",".",".",".",".",".",".","."
"692","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","5","***","","","","","","","","","","","","","","","",""
"858
Spec Topics-Plant Physiol","002","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"860
Plant Cell Biology","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"911
Limnology & Marine Sci Seminar","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930
Seminar-Mycology","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940
Smr-Plant Systematics&Evolutn","001","8","4.000","75.0",".",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"993","035","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"993","046","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research: Fungal Biology","Course Total","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"994","003","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","005","3","***","","","","","","","","","",".",".",".",".",".",".","."
"994","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"994","031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Plant Systematics","Course Total","9","",".",".",".",".",".",".",".","77.8",".",".",".","22.2",".",".",".","."
"995","012","3","***","","","","","","","","","",".",".",".",".",".",".","."
"995","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"995","024","3","***","","","","","","","","","",".",".",".",".",".",".","."
"995","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"995","036","1","***","","","","","","","","","",".",".",".",".",".",".","."
"995","045","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Plant Ecology","Course Total","10","",".",".",".",".",".",".",".","60.0",".",".",".","10.0",".",".","30.0","."
"996","021","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","030","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","032","1","***","","","","","","","","","",".",".",".",".",".",".","."
"996","034","2","***","","","","","","","","","",".",".",".",".",".",".","."
"996","041","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Plant Physiology","Course Total","10","",".",".",".",".",".",".",".","70.0",".",".",".","30.0",".",".",".","."
