"L&S","","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES (L & S)","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","",""
"INTER-LS
502","Dept. Total","968","3.917","86.0","5.3","1.5","0.4","0.5","0.3","0.3","3.9
1.2",".","",".","",".","0.4","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"502
INTER-LS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","183","3.946","90.2","2.7","1.6",".","1.1",".",".","2.7
0.5",".","",".","",".","0.5","0.5",".","."
"Sophomore","","339","3.912","86.7","5.6","0.9","0.3","0.3","0.6","0.6","2.4
2.1",".","",".","",".","0.6",".",".","."
"Junior","","215","3.885","81.4","6.5","2.3","1.4","0.5","0.5","0.5","5.1
1.4",".","",".","",".","0.5",".",".","."
"Senior","","223","3.937","85.2","5.8","1.8",".","0.4",".",".","6.3
0.4",".","",".","",".",".",".",".","."
"Undergraduates","","960","3.916","85.8","5.3","1.6","0.4","0.5","0.3","0.3","4.0
1.3",".","",".","",".","0.4","0.1",".","."
"Special","","2","***","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","6","4.000","100.0",".",".",".",".",".",".",".  
.",".","",".","",".",".",".",".","."
"","Dept. Total","968","3.917","86.0","5.3","1.5","0.4","0.5","0.3","0.3","3.9
1.2",".","",".","",".","0.4","0.1",".","."
