"TERM : 1204","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Spring 2019-2020","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","",""
"ART EDUCATION (DEPT OF ART) Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","",""
"Stdt Tchg-Elem School Art","423
001
9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".   
."
"Stdt Tchg-Secondary Sch Art","424
001
9","3.778","66.7","22.2","11.1",".",".",".",".",".",".",".",".",".",".",".",".   
."
"Independent Reading & Rsch","699
045
3","***","","","","","","","","","",".",".",".",".",".",".   
."
"ART ED
176","21
Dept. Total","3.892","85.7","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S/SD","U/UD","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"176
ART ED","","","","","","","","","","","","","","","","",""
"Senior","17","3.862","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".  
."
"Undergraduates","17","3.862","82.4","11.8","5.9",".",".",".",".",".",".",".",".",".",".",".",".  
."
"Special","4","***","","","","","","","","","",".",".",".",".",".",".  
."
"","Dept. Total
21","3.892","85.7","9.5","4.8",".",".",".",".",".",".",".",".",".",".",".",".  
."
"August 24, 2020","","","","","","","","","","","","","","","","","Page 80 of 447"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","",""
"*** S/SD and U/UD: In Spring 2020 two new letter grades were created: SD (Satisfactory-Disruption) and UD (Unsatisfactory-Disruption). These new grades are combined with “S” and ""U” on this report","","","","","","","","","","","","","","","","",""
