"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","#","","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"","212
001","","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
002","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
003","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","212
004","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drawing Methods & Concepts","Course Total","","46","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","214
002","","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sculpture I","Course Total","","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
001","","13","3.846","69.2","30.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","222
002","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Painting","Course Total","","28","3.911","82.1","17.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
002","","17","3.971","94.1","5.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","224
003","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics I","Course Total","","46","3.989","97.8","2.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Textile Design: Weaving I","229
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Life Drawing I","232
001","","13","3.846","76.9","15.4","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Watercolor I","242
002","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","244
001","","12","4.000","91.7",".",".",".",".",".",".","8.3",".",".",".",".",".",".",".","."
"","244
002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","244
003","","9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"Art Metal I","Course Total","","32","4.000","93.8",".",".",".",".",".",".","3.1",".",".",".",".","3.1",".",".","."
"Color","302
001","","13","3.958","84.6","7.7",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"Relief Printmaking","306
001","","11","3.818","81.8",".","18.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Making Comics 1","307
001","","14","3.962","85.7","7.1",".",".",".",".",".",".","7.1",".",".",".",".",".",".","."
"Intermediate Drawing I","312
001","","8","4.000","87.5",".",".",".",".",".",".","12.5",".",".",".",".",".",".",".","."
"Sculpture II","314
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Lithography","316
001","","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Video, Perf & Installation Art","318
001","","8","4.000","75.0",".",".",".",".",".",".","25.0",".",".",".",".",".",".",".","."
"Intermediate Painting I","322
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ceramics II","324
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Etching","326
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Life Drawing II","332
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","334
001","","12","3.591","58.3","25.0",".",".",".","8.3",".","8.3",".",".",".",".",".",".",".","."
"","334
002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Wood Working","Course Total","","19","3.750","73.7","15.8",".",".",".","5.3",".","5.3",".",".",".",".",".",".",".","."
"Serigraphy","336
001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Service Learning in Art","338
001","","24","3.729","79.2","12.5","4.2",".",".",".","4.2",".",".",".",".",".",".",".",".","."
"","341
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","341
002","","5","***","","","","","","","","","",".",".",".",".",".",".","."
