"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"STATISTICS","Section","#","","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","",""
"Stat Expermntl Design","424
001","","52","3.513","42.3","11.5","11.5","9.6",".","1.9",".","21.2","1.9",".",".",".",".",".",".","."
"","431
001","","9","3.500","33.3",".",".",".","11.1",".",".","44.4","11.1",".",".",".",".",".",".","."
"","431
002","","6","3.250","33.3",".","16.7",".","16.7",".",".","33.3",".",".",".",".",".",".",".","."
"","431
003","","6","3.250","16.7",".","50.0",".",".",".",".","33.3",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","","21","3.333","28.6",".","19.0",".","9.5",".",".","38.1","4.8",".",".",".",".",".",".","."
"","453
001","","46","3.671","50.0","19.6","19.6",".",".",".",".","10.9",".",".",".",".",".",".",".","."
"","453
002","","17","3.800","58.8","23.5","5.9",".",".",".",".","11.8",".",".",".",".",".",".",".","."
"Deep Learning","Course Total","","63","3.705","52.4","20.6","15.9",".",".",".",".","11.1",".",".",".",".",".",".",".","."
"","471
001","","18","3.833","83.3","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","471
002","","11","3.864","81.8","9.1","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Computational Statistics","Course Total","","29","3.845","82.8","6.9","6.9","3.4",".",".",".",".",".",".",".",".",".",".",".","."
"","475
003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","475
004","","6","3.500","33.3",".",".","16.7",".",".",".","50.0",".",".",".",".",".",".",".","."
"","475
005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Combinatorics","Course Total","","11","3.429","36.4",".","9.1","18.2",".",".",".","36.4",".",".",".",".",".",".",".","."
"","479
002","","48","3.837","79.2","14.6",".",".",".",".","2.1","2.1",".",".",".",".","2.1",".",".","."
"","479
004","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Spec Topics in Stats","Course Total","","57","3.855","80.7","14.0",".",".",".",".","1.8","1.8",".",".",".",".","1.8",".",".","."
"Linear Optimization","525
001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro to Clinical Trials I","542
003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Stat Meth for Bioscience II","572
001","","61","3.464","34.4","23.0","29.5","3.3","1.6",".",".","4.9","1.6",".",".",".",".",".","1.6","."
"","602
001","","34","3.924","85.3","8.8","2.9",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"","602
002","","35","3.750","57.1","31.4","8.6",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"Statistical Methods II","Course Total","","69","3.836","71.0","20.3","5.8",".",".",".",".","2.9",".",".",".",".",".",".",".","."
"Intro-Statistical Inference","610
001","","23","3.667","34.8","34.8","8.7",".",".",".",".","17.4","4.3",".",".",".",".",".",".","."
"","615
001","","48","3.859","70.8","22.9","2.1",".",".",".",".","4.2",".",".",".",".",".",".",".","."
"","615
002","","29","3.786","62.1","27.6","6.9",".",".",".",".","3.4",".",".",".",".",".",".",".","."
"Statistical Learning","Course Total","","77","3.831","67.5","24.7","3.9",".",".",".",".","3.9",".",".",".",".",".",".",".","."
"Prof. Skills Data Science","627
001","","23","4.000","95.7",".",".",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"","632
001","","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","632
002","","6","2.625","16.7","16.7","16.7",".",".",".","16.7","33.3",".",".",".",".",".",".",".","."
"","632
003","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Intro-Stochastic Processes","Course Total","","22","3.632","63.6","9.1","9.1",".",".",".","4.5","13.6",".",".",".",".",".",".",".","."
"Stat Mthds for Clin Trials","641
001","","45","3.681","37.8","33.3","8.9",".",".",".",".","20.0",".",".",".",".",".",".",".","."
"","679
002","","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","679
003","","12","3.833","75.0","16.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Statistics","Course Total","","32","3.931","84.4","12.5","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","682
078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
146","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682
242","","1","***","","","","","","","","","",".",".",".",".",".",".","."
