"ART DEPARTMENT","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Independent Study","Course Total","246","3.999","99.2","0.4",".",".",".",".",".",".  
.",".","",".","",".","0.4",".",".","."
"ART
168","Dept. Total","2147","3.899","85.9","5.7","3.1","0.2","0.3","0.3","0.3","3.4
0.5",".","",".","",".","0.2","0.0",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","177","3.906","84.7","6.2","2.8","0.6",".",".","0.6","3.4
1.7",".","",".","",".",".",".",".","."
"Sophomore","","529","3.913","87.0","7.2","2.6","0.2","0.2","0.2","0.2","2.3
0.2",".","",".","",".",".",".",".","."
"Junior","","337","3.860","83.7","6.2","4.2","0.3","1.2","0.3","0.6","2.7
0.6",".","",".","",".","0.3",".",".","."
"Senior","","698","3.887","83.8","7.2","3.9","0.1","0.1","0.7","0.1","3.0
0.4",".","",".","",".","0.4","0.1",".","."
"Undergraduates","","1741","3.891","84.8","6.9","3.4","0.2","0.3","0.4","0.3","2.8
0.5",".","",".","",".","0.2","0.1",".","."
"Special","","50","3.795","44.0",".",".",".",".",".","4.0","52.0
.",".","",".","",".",".",".",".","."
"Graduate","","356","3.967","96.9","0.8","1.7",".",".",".",".",".  
0.3",".","",".","",".","0.3",".",".","."
"","Dept. Total","2147","3.899","85.9","5.7","3.1","0.2","0.3","0.3","0.3","3.4
0.5",".","",".","",".","0.2","0.0",".","."
