"L&S","","","","","","","","","","","","","","","","","","","",""
"AFRICAN CULTURAL STUDIES","Section","#","Ave","A","AB","B","BC","C","D","","F","S/SD U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"AFRICAN
104","Dept. Total","537","3.790","67.4","14.2","6.1","1.1","0.9","",".","0.6","7.3
1.1",".","",".","0.6","0.6","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S/SD
U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"104
AFRICAN","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","41","3.657","46.3","22.0","14.6","2.4",".","",".",".","14.6
.",".","",".",".",".",".",".","."
"Sophomore","","118","3.831","67.8","16.1","3.4","1.7","0.8","",".",".","6.8
2.5",".","",".",".","0.8",".",".","."
"Junior","","138","3.813","73.9","13.0","5.8",".","1.4","",".","0.7","2.9
1.4",".","",".",".","0.7",".",".","."
"Senior","","186","3.777","67.2","14.0","7.5","1.6","0.5","",".","0.5","8.1
0.5",".","",".",".",".",".",".","."
"Undergraduates","","483","3.791","67.5","14.9","6.6","1.2","0.8","",".","0.4","6.8
1.2",".","",".",".","0.4",".",".","."
"Special","","6","3.844","50.0","16.7",".",".",".","",".",".","16.7
.",".","",".",".",".","16.7",".","."
"Graduate","","45","3.772","68.9","4.4","2.2",".","2.2","",".","2.2","11.1
.",".","",".","6.7","2.2",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","537","3.790","67.4","14.2","6.1","1.1","0.9","",".","0.6","7.3
1.1",".","",".","0.6","0.6","0.2",".","."
