"L&S","","","","","","","","","","","","","","","","","","",""
"ASTRONOMY","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","",""
"Research and Thesis","Course Total","22","",".",".",".",".",".",".",".","72.7
.",".","",".","27.3",".",".",".","."
"ASTRON
188","Dept. Total","817","3.693","55.1","12.9","9.1","2.2","1.3","0.9","0.5","12.6
1.8",".","",".","0.7","0.4","0.1","2.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"188
ASTRON","","","","","","","","","","","","","","","","","","",""
"Freshmen","","120","3.703","55.0","16.7","10.8","0.8","3.3",".",".","10.0
3.3",".","",".",".",".",".",".","."
"Sophomore","","301","3.756","64.1","10.0","8.0","2.7","0.7","1.0","0.3","10.3
2.7",".","",".",".",".","0.3",".","."
"Junior","","126","3.743","62.7","13.5","8.7","1.6","0.8","1.6",".","9.5
0.8",".","",".",".","0.8",".",".","."
"Senior","","173","3.519","47.4","18.5","13.9","4.0","2.3","1.2","1.7","8.1
1.2",".","",".",".","1.2",".","0.6","."
"Undergraduates","","720","3.688","58.3","13.8","10.0","2.5","1.5","1.0","0.6","9.6
2.1",".","",".",".","0.4","0.1","0.1","."
"Special","","40","4.000","7.5",".",".",".",".",".",".","45.0
.",".","",".",".",".",".","47.5","."
"Graduate","","59","3.813","49.2","10.2","3.4",".",".",".",".","27.1
.",".","",".","10.2",".",".",".","."
"","Dept. Total","819","3.693","55.2","12.8","9.0","2.2","1.3","0.9","0.5","12.6
1.8",".","",".","0.7","0.4","0.1","2.4","."
