"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","",""
"101
Beginning Class Piano","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"102","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"102","002","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Beginning Class Piano","Course Total","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"103
Elementary Class Piano","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"104","001","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"104","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermediate Class Piano","Course Total","11","3.955","90.9","9.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"12
Fundamentals: Double Reeds","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"143
Intro to Performance: Voice","001","19","3.917","89.5",".",".","5.3",".",".",".",".","5.3",".",".",".",".",".",".","."
"144","101","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"144","102","4","***","","","","","","","","","",".",".",".",".",".",".","."
"144","103","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Vocal Instr: Non-Voice Majors","Course Total","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"146","011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"146","020","1","***","","","","","","","","","",".",".",".",".",".",".","."
"146","042","2","***","","","","","","","","","",".",".",".",".",".",".","."
"146","059","1","***","","","","","","","","","",".",".",".",".",".",".","."
"146","071","1","***","","","","","","","","","",".",".",".",".",".",".","."
"146","073","1","***","","","","","","","","","",".",".",".",".",".",".","."
"146","084","1","***","","","","","","","","","",".",".",".",".",".",".","."
"146","089","2","***","","","","","","","","","",".",".",".",".",".",".","."
"146","092","3","***","","","","","","","","","",".",".",".",".",".",".","."
"146","101","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Music Lessons for Non Majors","Course Total","18","3.980","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"148
First Year Composition","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"18
Fundamentals-High Brass","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"200","024","3","***","","","","","","","","","",".",".",".",".",".",".","."
"200","101","5","***","","","","","","","","","",".",".",".",".",".",".","."
"200","103","3","***","","","","","","","","","",".",".",".",".",".",".","."
"200","104","5","***","","","","","","","","","",".",".",".",".",".",".","."
"200","105","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intermed Piano-Non-Majors","Course Total","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"201","024","3","***","","","","","","","","","",".",".",".",".",".",".","."
"201","029","1","***","","","","","","","","","",".",".",".",".",".",".","."
"201","047","4","***","","","","","","","","","",".",".",".",".",".",".","."
"201","096","2","***","","","","","","","","","",".",".",".",".",".",".","."
"201","129","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Elem/Intmed Piano","Course Total","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"205","044","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"205","045","3","***","","","","","","","","","",".",".",".",".",".",".","."
"205","061","7","3.857","85.7",".","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"August 24, 2020","","","","","","","","","","","","","","","","","","Page 294 of 447",""
