"","","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"LAW","","","","","","","","","","","","","","","","","",""
"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","",""
"Civil Procedure II","Course Total","101","1.000",".",".",".",".",".","2.0",".","98.0
.",".",".",".",".",".",".","."
"Advanced Legal Writing","808
001","20","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Appellate Advocacy I","814
001","8","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","815
001","28","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","815
002","20","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","815
004","3","***","","","","","","","","",".",".",".",".",".",".","."
"","815
006","4","***","","","","","","","","",".",".",".",".",".",".","."
"","815
007","1","***","","","","","","","","",".",".",".",".",".",".","."
"","815
008","2","***","","","","","","","","",".",".",".",".",".",".","."
"Appellate Advocacy II","Course Total","58","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Business Organizations I","817
001","97","3.000",".",".","2.1",".",".",".",".","97.9
.",".",".",".",".",".",".","."
"Conflict of Laws","820
001","31","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Bankruptcy Law","821
001","39","",".",".",".",".",".",".",".","92.3
7.7",".",".",".",".",".",".","."
"Family Law: Parent & Child","823
001","22","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Insurance Law","825
001","10","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Land Use Controls","830
001","6","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Real Estate Transactions II","838
001","8","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Taxation II","840
001","26","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","849
001","11","",".",".",".",".",".",".",".","90.9
.",".",".",".",".",".",".","9.1"
"","849
002","9","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Pre-Trial Advocacy","Course Total","20","",".",".",".",".",".",".",".","95.0
.",".",".",".",".",".",".","5.0"
"","850
001","71","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","850
002","37","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","850
003","30","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","138","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","852
001","16","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","852
003","14","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","852
005","27","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","852
006","5","***","","","","","","","","",".",".",".",".",".",".","."
"","852
007","15","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"Trial Advocacy","Course Total","77","",".",".",".",".",".",".",".","93.5
.",".",".",".",".",".",".","6.5"
"","854
001","5","***","","","","","","","","",".",".",".",".",".",".","."
"","854
002","5","***","","","","","","","","",".",".",".",".",".",".","."
"","854
004","6","",".",".",".",".",".",".",".","83.3
.",".",".",".",".",".",".","16.7"
"","854
005","13","",".",".",".",".",".",".",".","76.9
.",".",".",".",".",".",".","23.1"
"","854
006","25","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","854
008","6","",".",".",".",".",".",".",".","83.3
.",".",".",".",".",".",".","16.7"
"","854
009","7","",".",".",".",".",".",".",".","100.0
.",".",".",".",".",".",".","."
"","854
010","6","",".",".",".",".",".",".",".","66.7
.",".",".",".",".",".",".","33.3"
"","854
011","1","***","","","","","","","","",".",".",".",".",".",".","."
"","854
012","8","",".",".",".",".",".",".",".","87.5
.",".",".",".",".",".",".","12.5"
