"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","",""
"ENGINEERING PHYSICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"347
E P","","","","","","","","","","","","","","","","","","","",""
"Research Proposal-Engr Physics","469","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Intermed Problem Solving-Engrs","471","002","21","3.528","33.3","42.9","4.8",".",".","4.8",".","14.3",".",".",".",".",".",".",".","."
"Intro-Sci Comput for Engr Phys","476","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Engineering Analysis II","548","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Pract-Engr Physics I","568","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","602","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","602","002","14","3.708","42.9","35.7","7.1",".",".",".",".","7.1",".",".",".",".","7.1",".",".","."
"Special Topics in EP","","Course Total","17","3.700","41.2","41.2","5.9",".",".",".",".","5.9",".",".",".",".","5.9",".",".","."
"Vacuum Technology","777","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"E P
347","","Dept. Total","54","3.647","46.3","31.5","3.7","1.9",".","1.9",".","11.1",".",".",".",".","3.7",".",".","."
