"TERM : 1204","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2019-2020","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"COUNSELING PSYCHOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","","S/SD U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","",""
"COUN PSY
270","Dept. Total","903","3.920","81.1","6.9","2.8","0.9","0.6","0.3","",".","3.4
0.4","2.0","",".","0.7","0.6","0.3","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S/SD
U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","101","3.720","66.3","15.8","7.9","2.0","1.0","1.0","",".","4.0
.",".","",".",".","1.0","1.0",".","."
"Sophomore","","226","3.919","83.2","8.0","3.1","0.9","0.9","0.4","",".","1.8
0.9",".","",".",".",".","0.4","0.4","."
"Junior","","145","3.925","87.6","4.1","3.4","2.1","0.7",".","",".","1.4
0.7",".","",".",".",".",".",".","."
"Senior","","231","3.923","85.3","7.4","2.2","0.4","0.4","0.4","",".","2.2
0.4",".","",".",".","0.9","0.4",".","."
"Undergraduates","","703","3.900","82.4","8.1","3.6","1.1","0.7","0.4","",".","2.1
0.6",".","",".",".","0.4","0.4","0.1","."
"Graduate","","201","3.984","75.6","2.5",".",".",".",".","",".","8.0
.","10.0","",".","3.0","1.0",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","905","3.920","80.9","6.9","2.8","0.9","0.6","0.3","",".","3.4
0.4","2.2","",".","0.7","0.6","0.3","0.1","."
