"L&S","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"GERMAN
424","Dept. Total","576","3.817","70.1","15.6","4.0","0.3","0.3","0.2","0.5","5.9
1.7","0.5","",".","0.3","0.2",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","3.696","52.8","27.8","8.3",".","2.8",".",".","5.6
2.8",".","",".",".",".",".",".","."
"Sophomore","","156","3.689","59.6","21.8","7.1","1.3",".","0.6","1.3","5.8
2.6",".","",".",".",".",".",".","."
"Junior","","125","3.832","70.4","20.8","3.2",".","0.8",".",".","4.0
0.8",".","",".",".",".",".",".","."
"Senior","","170","3.918","80.6","10.6","2.4",".",".",".",".","4.1
1.8",".","",".",".","0.6",".",".","."
"Undergraduates","","487","3.806","69.2","18.1","4.5","0.4","0.4","0.2","0.4","4.7
1.8",".","",".",".","0.2",".",".","."
"Special","","13","3.421","53.8","7.7","7.7",".",".",".","7.7","23.1
.",".","",".",".",".",".",".","."
"Graduate","","76","3.992","78.9","1.3",".",".",".",".",".","10.5
1.3","3.9","",".","2.6",".",".","1.3","."
"","Dept. Total","576","3.817","70.1","15.6","4.0","0.3","0.3","0.2","0.5","5.9
1.7","0.5","",".","0.3","0.2",".","0.2","."
