"L&S","","","","","","","","","","","","","","","","","","",""
"AFRO-AMERICAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","",""
"AFROAMER
106","Dept. Total","940","3.778","64.4","15.1","8.6","1.2","0.3","0.1","0.2","8.3
0.3",".","",".","0.2","0.5","0.1","0.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","",""
"Freshmen","","106","3.568","50.9","15.1","21.7","1.9",".",".","1.9","8.5
.",".","",".",".",".",".",".","."
"Sophomore","","381","3.806","68.5","17.6","6.8","1.0","0.5",".",".","5.5
.",".","",".",".",".",".",".","."
"Junior","","209","3.767","66.0","15.8","9.1","1.9",".","0.5",".","5.7
0.5",".","",".",".","0.5",".",".","."
"Senior","","196","3.841","71.4","11.7","6.1","0.5","0.5",".",".","6.1
1.0",".","",".",".","2.0","0.5",".","."
"Undergraduates","","892","3.777","66.5","15.6","9.0","1.2","0.3","0.1","0.2","6.1
0.3",".","",".",".","0.6","0.1",".","."
"Special","","30","4.000","3.3",".",".",".",".",".",".","76.7
.",".","",".",".",".",".","20.0","."
"Graduate","","18","3.833","61.1","16.7","5.6",".",".",".",".","5.6
.",".","",".","11.1",".",".",".","."
"","Dept. Total","940","3.778","64.4","15.1","8.6","1.2","0.3","0.1","0.2","8.3
0.3",".","",".","0.2","0.5","0.1","0.6","."
