"L&S","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","",""
"LITTRANS
551","Dept. Total","845","3.735","59.6","21.3","6.3","1.3","0.9","0.1","0.7","8.0
0.8",".","",".","",".","0.4",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","56","3.703","48.2","39.3","1.8",".",".",".","1.8","5.4
1.8",".","",".","",".",".",".","1.8","."
"Sophomore","","168","3.801","61.3","21.4","7.1","0.6",".",".",".","8.9
0.6",".","",".","",".",".",".",".","."
"Junior","","227","3.725","62.1","23.3","4.8","0.9","1.3","0.4","0.9","5.3
0.9",".","",".","",".",".",".",".","."
"Senior","","376","3.731","61.4","18.4","7.4","2.1","1.3",".","0.5","7.2
0.8",".","",".","",".","0.8",".",".","."
"Undergraduates","","827","3.742","60.7","21.8","6.3","1.3","1.0","0.1","0.6","6.9
0.8",".","",".","",".","0.4",".","0.1","."
"Special","","18","2.643","11.1",".","5.6",".",".",".","5.6","61.1
.",".","",".","",".",".",".","16.7","."
"","Dept. Total","845","3.735","59.6","21.3","6.3","1.3","0.9","0.1","0.7","8.0
0.8",".","",".","",".","0.4",".","0.5","."
