"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"GREEK (CLASSICS)","Section","","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","",""
"Second Semester Greek","104","001","9","3.857","55.6","22.2",".",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"Intermediate Greek","306","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Hellenistic Greek","560","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research Thesis","890","021","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Seminar-History","930","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"GREEK
428","","Dept. Total","20","3.927","70.0","10.0",".",".",".",".",".","10.0",".",".",".","5.0","5.0",".",".","."
