"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"GERMAN","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","",""
"385
Honors Seminar-German Lit","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"392
German for Grad Reading II","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"401","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"401","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"401","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"1st Sem German for Grad Stdts","Course Total","3","***","","","","","","","","","","","","","","","",""
"402","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"402","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"2nd Sem German for Grad Stdts","Course Total","2","***","","","","","","","","","","","","","","","",""
"403
3rd Sem German for Grad Stdts","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"404
4th Sem German for Grad Stdts","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"411
Kultur des 20. u. 21. Jh.","001","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"510
Germn-Jewsh Cltr Since 18c","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"612
Lit Movements Since 1750","001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"651
Intro to Middle High German","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"676
Adv Seminar in German Studies","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"682
Sr Honors Thesis-2nd Sem","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699
Directed Study","028","1","***","","","","","","","","","",".",".",".",".",".",".","."
"723","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"723","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pract-Teachng Undergrad Lit","Course Total","2","***","","","","","","","","","","","","","","","",""
"725
Pract-Teach Undergr Culture","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"727
Topics-Applied Linguistics","001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"799","008","7","4.000","85.7",".",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"799","009","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","013","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","10","4.000","90.0",".",".",".",".",".",".","10.0",".",".",".",".",".",".",".","."
"804
Interdis W Europ Studies Sm","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"947
Seminar-German Lit & Culture","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"948
Seminar-German Lit & Culture","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"960
Seminar-German Linguistics","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individual Research in Lit","Course Total","3","***","","","","","","","","","","","","","","","",""
"991","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"991","009","4","***","","","","","","","","","",".",".",".",".",".",".","."
"991","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"991","018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","8","",".",".",".",".",".",".",".","62.5",".",".",".","25.0",".",".","12.5","."
