"L&S","","","","","","","","","","","","","","","","","","",""
"GEOSCIENCE","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"420
GEOSCI","","","","","","","","","","","","","","","","","","",""
"GEOSCI
420","Dept. Total","1032","3.635","43.8","23.8","10.9","2.2","1.2","0.2","0.1","14.2
1.2",".","",".","1.2","0.2","0.1","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"420
GEOSCI","","","","","","","","","","","","","","","","","","",""
"Freshmen","","110","3.542","33.6","34.5","20.0",".","2.7",".",".","8.2
.",".","",".",".","0.9",".",".","."
"Sophomore","","363","3.681","48.2","27.0","9.1","2.5","0.8",".",".","10.5
1.9",".","",".",".",".",".",".","."
"Junior","","211","3.604","43.1","28.0","13.7","1.9","0.5","0.5","0.5","10.4
1.4",".","",".",".",".",".",".","."
"Senior","","190","3.579","46.8","23.7","12.6","4.2","2.6","0.5",".","6.8
0.5",".","",".","1.1","0.5","0.5",".","."
"Undergraduates","","874","3.622","44.9","27.5","12.4","2.4","1.4","0.2","0.1","9.4
1.3",".","",".","0.2","0.2","0.1",".","."
"Special","","50","3.732","10.0","6.0",".","2.0",".",".",".","60.0
2.0",".","",".",".",".",".","20.0","."
"Graduate","","108","3.832","50.9","2.8","3.7","0.9",".",".",".","32.4
.",".","",".","9.3",".",".",".","."
"","Dept. Total","1032","3.635","43.8","23.8","10.9","2.2","1.2","0.2","0.1","14.2
1.2",".","",".","1.2","0.2","0.1","1.0","."
