"ALS","","","","","","","","","","","","","","","","","","",""
"GENETICS","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","",""
"GENETICS
412","Dept. Total","1085","3.638","51.4","13.3","12.3","2.3","1.2","1.0","0.1","15.7
0.9",".","",".","1.2","0.3",".","0.3","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","",""
"Freshmen","","39","3.763","66.7","17.9","10.3","2.6",".",".",".","2.6
.",".","",".",".",".",".",".","."
"Sophomore","","98","3.701","63.3","11.2","11.2","3.1","1.0","1.0",".","7.1
2.0",".","",".",".",".",".",".","."
"Junior","","222","3.517","42.8","18.0","16.2","2.7","1.8","1.4","0.5","13.1
3.6",".","",".",".",".",".",".","."
"Senior","","500","3.626","53.2","13.0","14.2","2.2","1.6","1.4",".","14.4
.",".","",".",".",".",".",".","."
"Undergraduates","","859","3.616","52.3","14.3","14.2","2.4","1.5","1.3","0.1","12.7
1.2",".","",".",".",".",".",".","."
"Special","","86","3.880","70.9","15.1","2.3",".",".",".",".","3.5
.",".","",".",".","3.5",".","3.5","1.2"
"Graduate","","133","3.712","35.3","6.0","6.8","3.0",".",".",".","39.1
.",".","",".","9.8",".",".",".","."
"Prof Yr 1","","1","***","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 2","","2","***","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","3","***","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","7","4.000","14.3",".",".",".",".",".",".","85.7
.",".","",".",".",".",".",".","."
"","Dept. Total","1085","3.638","51.4","13.3","12.3","2.3","1.2","1.0","0.1","15.7
0.9",".","",".","1.2","0.3",".","0.3","0.1"
