"","998
082","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","998
083","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","998
088","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research-Chemical Biology","Course Total","50","",".",".",".",".",".",".",".","94.0",".",".",".",".",".",".","6.0","."
"CHEM
224","Dept. Total","6371","3.331","30.5","12.6","20.2","4.3","3.8","1.4","0.3","22.8","2.4","1.4","0.0","0.1","0.1",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD","U/UD","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","","","",""
"Freshmen","","561","3.069","15.9","14.1","23.9","6.4","6.4","2.7","0.7","25.5","4.5",".",".",".",".",".",".","."
"Sophomore","","2096","3.344","27.8","15.2","25.6","4.5","3.0","1.4","0.2","19.5","2.6",".",".",".","0.0",".",".","."
"Junior","","1652","3.363","31.7","12.8","23.0","5.0","5.3","0.8","0.3","18.5","2.5",".",".",".","0.1",".",".","."
"Senior","","1076","3.271","31.0","15.0","18.4","5.7","4.7","2.6","0.5","19.1","2.8",".",".","0.1","0.1",".",".","."
"Undergraduates","","5385","3.307","28.4","14.3","23.2","5.1","4.4","1.6","0.4","19.7","2.8",".",".","0.0","0.1",".",".","."
"Special","","23","3.537","47.8","17.4","17.4","4.3","4.3",".",".","8.7",".",".",".",".",".",".",".","."
"Graduate","","1214","3.818","53.5","2.1","2.6","0.1","0.1","0.1",".","32.2","0.2","7.2","0.1","0.5","0.1",".","1.2","."
"","Dept. Total","6622","3.331","33.1","12.1","19.4","4.2","3.6","1.3","0.3","22.0","2.3","1.3","0.0","0.1","0.1",".","0.2","."
