"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"COUNSELING PSYCHOLOGY","Section","","#","","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","",""
"Abnormal Behavior & Psychopath","740","001","","29","3.983","96.6","3.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mental Health Diag & Treatment","745","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Seminar on Meta-Analysis","755","001","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Grp Dynmcs Procssing & Coun.","802","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Supv Practicum in Counseling","806","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Supv Internship in Counseling","808","002","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","810","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","810","002","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Prof Dev & Clinical Prac","","Course Total","","9","4.000","22.2",".",".",".",".",".",".","77.8",".",".",".",".",".",".",".","."
"Lifestyle & Career Development","865","001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cnsl Psy Practicum-Foundation","900","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum: Supervision","902","001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Cnsl Psy Practicum-Advanced","903","001","","6","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Counseling Psych Externship","904","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch-Voc Psych & Career Dev","956","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch Methods in Cnsl Psych II","960","001","","14","3.964","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","029","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","033","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","038","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","040","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","","Course Total","","15","",".",".",".",".",".",".",".","60.0",".",".",".","40.0",".",".",".","."
"Independent Reading","999","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
