"SLAVIC (SLAVIC LANGUAGES)","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","",""
"Indiv Research-Slavic Lit","Course Total","11","",".",".",".",".",".",".",".","27.3
.",".","",".","63.6","9.1",".",".","."
"SLAVIC
888","Dept. Total","232","3.797","66.8","12.9","3.0","1.7","0.4","0.4","0.4","6.5
1.3",".","",".","3.0","3.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"888
SLAVIC","","","","","","","","","","","","","","","","","","",""
"Freshmen","","7","3.714","71.4","14.3",".","14.3",".",".",".",".  
.",".","",".",".",".",".",".","."
"Sophomore","","39","3.698","56.4","20.5","5.1",".","2.6",".","2.6","12.8
.",".","",".",".",".",".",".","."
"Junior","","46","3.752","63.0","15.2","2.2","2.2",".","2.2",".","8.7
4.3",".","",".",".","2.2",".",".","."
"Senior","","83","3.835","75.9","12.0","3.6","2.4",".",".",".","3.6
.",".","",".",".","2.4",".",".","."
"Undergraduates","","175","3.774","68.0","14.9","3.4","2.3","0.6","0.6","0.6","6.9
1.1",".","",".",".","1.7",".",".","."
"Special","","6","3.714","50.0","50.0",".",".",".",".",".",".  
.",".","",".",".",".",".",".","."
"Graduate","","50","3.953","64.0","2.0","2.0",".",".",".",".","6.0
2.0",".","",".","14.0","10.0",".",".","."
"Prof Yr 3","","1","***","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","232","3.797","66.8","12.9","3.0","1.7","0.4","0.4","0.4","6.5
1.3",".","",".","3.0","3.4",".",".","."
