"L&S","","","","","","","","","","","","","","","","","","",""
"BOTANY","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","",""
"BOTANY
208","Dept. Total","698","3.543","45.6","11.7","15.2","2.0","2.1","0.9","0.1","18.9
1.4",".","",".","1.0","0.4",".","0.4","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","",""
"Freshmen","","26","3.071","15.4","26.9","19.2",".","11.5","3.8",".","15.4
3.8",".","",".",".","3.8",".",".","."
"Sophomore","","108","3.547","38.9","13.9","17.6","2.8","0.9","0.9",".","24.1
.",".","",".",".","0.9",".",".","."
"Junior","","205","3.566","49.3","9.3","20.0","2.4","1.5","1.0",".","14.6
2.0",".","",".",".",".",".",".","."
"Senior","","261","3.535","48.7","14.2","13.0","2.3","3.1","0.8","0.4","14.9
1.9",".","",".","0.4","0.4",".",".","."
"Undergraduates","","600","3.527","45.7","13.0","16.5","2.3","2.5","1.0","0.2","16.5
1.7",".","",".","0.2","0.5",".",".","."
"Special","","10","3.364","20.0",".","20.0",".",".",".",".","60.0
.",".","",".",".",".",".",".","."
"Graduate","","88","3.795","47.7","4.5","5.7",".",".",".",".","30.7
.",".","",".","6.8",".",".","3.4","1.1"
"","Dept. Total","698","3.543","45.6","11.7","15.2","2.0","2.1","0.9","0.1","18.9
1.4",".","",".","1.0","0.4",".","0.4","0.1"
