"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","",""
"ART DEPARTMENT","Section","","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"168
ART","","","","","","","","","","","","","","","","","","","",""
"Advanced Sculpture Workshop 1","514","001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Lithography","516","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Painting I","522","001","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Ceramics I","524","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Etching/Intaglio","526","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"3D Digital Studio II","529","001","9","4.000","88.9",".",".",".",".",".",".",".","11.1",".",".",".",".",".",".","."
"Advanced Life Drawing I","532","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Wood Working","534","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Serigraphy","536","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Watercolor I","542","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Art Metal I","544","001","6","4.000","50.0",".",".",".",".",".",".","16.7",".",".",".",".","33.3",".",".","."
"Special Topics: Advanced Level","548","002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Painting:New Figuration II","552","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Glassworking","554","001","9","3.889","88.9",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interactive Design","556","001","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Senior Thesis","560","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Typeface Design","565","001","10","3.500","30.0","10.0","30.0",".",".",".",".","30.0",".",".",".",".",".",".",".","."
"Advanced Photography","576","001","14","3.821","64.3","35.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Drawing II","612","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Sculpture Workshop 2","614","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","622","001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","622","002","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Undergrad Painting Workshp","","Course Total","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Ceramics II","624","001","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"3D Digital Studio III","629","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Computer Augmented Printmaking","636","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Art Metal II","644","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Design Portfolio & Prof Pract","656","001","8","3.625","50.0","25.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","011","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","015","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","042","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","059","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","076","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","080","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","097","2","***","","","","","","","","","",".",".",".",".",".",".","."
"August 24, 2020","","","","","","","","","","","","","","","","","","","","Page 77 of 447"
