"EGR","","","","","","","","","","","","","","","","","","",""
"MECHANICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"M E
612","Dept. Total","2887","3.640","43.6","22.4","11.1","2.1","0.7","0.4","0.1","17.5
0.4","0.1","",".","1.4","0.1","0.0","0.1","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"612
M E","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","3.750","51.4","14.3","14.3",".",".",".",".","20.0
.",".","",".",".",".",".",".","."
"Sophomore","","256","3.596","39.8","25.4","15.2","2.0","0.4",".","0.4","16.8
.",".","",".",".",".",".",".","."
"Junior","","640","3.611","40.8","28.6","12.3","1.9","0.3","0.5","0.2","15.2
0.3",".","",".",".",".",".",".","."
"Senior","","1467","3.647","46.8","22.4","11.9","2.1","0.5","0.5",".","14.9
0.5",".","",".",".","0.2","0.1",".","."
"Undergraduates","","2398","3.634","44.5","24.2","12.4","2.0","0.5","0.4","0.1","15.3
0.4",".","",".",".","0.1","0.0",".","."
"Special","","46","2.942","21.7","19.6","17.4","19.6","15.2","4.3",".","2.2
.",".","",".",".",".",".",".","."
"Graduate","","503","3.800","36.2","11.5","3.0","0.8","0.2",".",".","39.0
0.6","0.4","",".","7.8","0.2",".","0.4","."
"","Dept. Total","2947","3.640","42.8","22.0","10.9","2.1","0.6","0.4","0.1","19.1
0.4","0.1","",".","1.3","0.1","0.0","0.1","."
