"AMERICAN INDIAN STUDIES","Section","#","Ave","A","AB","B","BC","C","","D","F","S/SD U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","",""
"Intro-Amer Indian Studies","100
001","149","3.890","81.9","11.4",".",".","",".","0.7","0.7","4.7
0.7",".",".","",".","",".",".",".","."
"Intro US Ethnic/Am Ind Studies","102
001","34","3.870","58.8","20.6",".",".","",".",".",".","5.9
2.9",".",".","",".","",".",".","11.8","."
"Literatures of Native America","172
001","25","3.868","60.0","12.0","4.0",".","",".",".",".","20.0
.",".",".","",".","","4.0",".",".","."
"Indians of Wisconsin","250
001","44","3.962","84.1","2.3","2.3",".","",".",".",".","11.4
.",".",".","",".","",".",".",".","."
"Native North Amer Nat Res Mgmt","345
001","11","3.700","45.5","36.4","9.1",".","",".",".",".","9.1
.",".",".","",".","",".",".",".","."
"Ojibwe Language IV","402
001","4","***","","","","","","","","","",".",".","",".","",".",".",".","."
"","450
004","11","3.800","72.7","9.1",".","9.1","",".",".",".",".   
.",".",".","",".","",".",".","9.1","."
"","450
006","12","3.750","41.7","16.7","8.3",".","",".",".",".","25.0
.",".",".","",".","",".","8.3",".","."
"Issues in Amer Ind Studies","Course Total","23","3.778","56.5","13.0","4.3","4.3","",".",".",".","13.0
.",".","",".","",".",".","4.3","4.3","."
"Poverty and Place","578
001","2","***","","","","","","","","","",".",".","",".","",".",".",".","."
"AMER IND
140","Dept. Total","292","3.885","74.7","12.0","1.4","0.3","",".","0.3","0.3","7.9
0.7",".","",".","",".","0.3","0.3","1.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","F","S/SD
U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"140
AMER IND","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","12","3.545","58.3","16.7","8.3",".","",".","8.3",".","8.3
.",".","",".","",".",".",".",".","."
"Sophomore","","136","3.906","82.4","10.3","0.7",".","",".",".","0.7","5.1
0.7",".","",".","",".",".",".",".","."
"Junior","","66","3.895","78.8","12.1","1.5","1.5","",".",".",".","4.5
.",".","",".","",".","1.5",".",".","."
"Senior","","62","3.884","71.0","17.7","1.6",".","",".",".",".","8.1
1.6",".","",".","",".",".",".",".","."
"Undergraduates","","276","3.883","77.9","12.7","1.4","0.4","",".","0.4","0.4","5.8
0.7",".","",".","",".","0.4",".",".","."
"Special","","12","",".",".",".",".","",".",".",".","50.0
.",".","",".","",".",".","8.3","41.7","."
"Graduate","","4","***","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","292","3.885","74.7","12.0","1.4","0.3","",".","0.3","0.3","7.9
0.7",".","",".","",".","0.3","0.3","1.7","."
