"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"BIOLOGY CORE CURRICULUM","Section","#","Ave","A","AB","B","BC","","C","","D","","F","","S/SD U/UD","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cellular Biology","383
001","86","3.669","51.2","12.8","22.1",".","","",".","",".","",".","11.6
2.3",".",".","",".","",".","",".",".","."
"","384
001","20","3.500","35.0","30.0","35.0",".","","",".","",".","",".",".   
.",".",".","",".","",".","",".",".","."
"","384
002","18","3.647","55.6","11.1","27.8",".","","",".","",".","",".",".   
5.6",".",".","",".","",".","",".",".","."
"","384
003","22","3.614","54.5","13.6","31.8",".","","",".","",".","",".",".   
.",".",".","",".","",".","",".",".","."
"","384
005","13","3.727","53.8","15.4","15.4",".","","",".","",".","",".","15.4
.",".",".","",".","",".","",".",".","."
"Cellular Biology Laboratory","Course Total","73","3.607","49.3","17.8","28.8","",".","",".","",".","",".","2.7
1.4",".","",".","",".","",".",".",".","."
"Biological Interactions","587
001","71","3.565","39.4","19.7","28.2",".","","",".","",".","",".","11.3
1.4",".",".","",".","",".","",".",".","."
"BIOCORE
206","Dept. Total","230","3.618","47.0","16.5","26.1","",".","",".","",".","",".","8.7
1.7",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S/SD
U/UD","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"206
BIOCORE","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","6","3.800","50.0",".","16.7","",".","",".","",".","",".","33.3
.",".","",".","",".","",".",".",".","."
"Junior","","121","3.585","42.1","19.0","27.3","",".","",".","",".","",".","9.1
2.5",".","",".","",".","",".",".",".","."
"Senior","","103","3.644","52.4","14.6","25.2","",".","",".","",".","",".","6.8
1.0",".","",".","",".","",".",".",".","."
"Undergraduates","","230","3.618","47.0","16.5","26.1","",".","",".","",".","",".","8.7
1.7",".","",".","",".","",".",".",".","."
"","Dept. Total","230","3.618","47.0","16.5","26.1","",".","",".","",".","",".","8.7
1.7",".","",".","",".","",".",".",".","."
