"TERM : 1204","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Spring 2019-2020","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","",""
"CHEMISTRY","Section
#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","",""
"Chemistry-Biology Interface","890
001
17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".   
."
"CHEM
224","17
Dept. Total","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S/SD","U/UD","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"224
CHEM","","","","","","","","","","","","","","","","",""
"Graduate","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".  
."
"Prof Yr 4","1","***","","","","","","","","","",".",".",".",".",".",".  
."
"Professionals","1","***","","","","","","","","","",".",".",".",".",".",".  
."
"","Dept. Total
17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".  
."
"August 24, 2020","","","","","","","","","","","","","","","","","Page 428 of 447"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","",""
"*** S/SD and U/UD: In Spring 2020 two new letter grades were created: SD (Satisfactory-Disruption) and UD (Unsatisfactory-Disruption). These new grades are combined with “S” and ""U” on this report","","","","","","","","","","","","","","","","",""
