"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"HUMAN ONCOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","",""
"410
Radiobiology","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682
Sen. Honors Thesis Hum Onc 2","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","015","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","156","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","159","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","161","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ind Stdy-Hum Cancer Bio","Course Total","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"911
Tumor Immunol Cancer Immnthrpy","005","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"912
Challenges in Oncology","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"922","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"922","004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"922","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Radiation Oncology","Course Total","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","022","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Rsch in Human Cancer Bio","Course Total","4","***","","","","","","","","","","","","","","","",""
