"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","","#","","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","","",""
"The Anglo-Saxons","360","001","","21","3.763","52.4","33.3","4.8",".",".",".",".","4.8",".",".",".",".",".",".","4.8","."
"Chicana/o & Latina/o Lit","368","001","","11","3.900","81.8",".","9.1",".",".",".",".","9.1",".",".",".",".",".",".",".","."
"Contemporary Poetry","373","001","","23","3.447","65.2",".",".","4.3","4.3","4.3","4.3","4.3",".",".",".",".","4.3","8.7",".","."
"Literature and Animal Studies","376","001","","60","3.796","63.3","20.0","5.0",".","1.7",".",".","3.3","3.3",".",".",".","3.3",".",".","."
"Advanced Composition","400","001","","15","4.000","93.3",".",".",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"","408","001","","15","4.000","86.7",".",".",".",".",".",".","6.7","6.7",".",".",".",".",".",".","."
"","408","002","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Fiction","","Course Total","","31","4.000","93.5",".",".",".",".",".",".","3.2","3.2",".",".",".",".",".",".","."
"Creative Writing: Poetry","409","001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Playwriting","410","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411","001","","14","3.636","28.6","42.9","7.1",".",".",".",".","21.4",".",".",".",".",".",".",".","."
"","411","002","","12","4.000","91.7",".",".",".",".",".",".",".","8.3",".",".",".",".",".",".","."
"Creative Writing: Workshop","","Course Total","","26","3.818","57.7","23.1","3.8",".",".",".",".","11.5","3.8",".",".",".",".",".",".","."
"Introduction to TESOL Methods","415","001","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in Early Modern Lit","430","001","","31","3.833","67.7","25.8","3.2",".",".",".",".",".","3.2",".",".",".",".",".",".","."
"Milton","434","001","","26","4.000","96.2",".",".",".",".",".",".","3.8",".",".",".",".",".",".",".","."
"James Joyce","454","001","","16","3.577","31.3","43.8",".",".","6.3",".",".","12.5","6.3",".",".",".",".",".",".","."
"","455","001","","14","3.846","71.4","14.3","7.1",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"","455","002","","21","3.647","52.4","14.3","4.8","4.8","4.8",".",".","14.3","4.8",".",".",".",".",".",".","."
"Figure in American Lit","","Course Total","","35","3.733","60.0","14.3","5.7","2.9","2.9",".",".","8.6","2.9",".",".",".","2.9",".",".","."
"Topic in 19th-Century Amer Lit","456","002","","21","3.526","47.6","23.8","9.5","4.8",".","4.8",".","9.5",".",".",".",".",".",".",".","."
"","461","001","","13","3.917","84.6",".","7.7",".",".",".",".",".","7.7",".",".",".",".",".",".","."
"","461","002","","23","3.932","82.6","13.0",".",".",".",".",".","4.3",".",".",".",".",".",".",".","."
"Topic-Ethnic&Multicultr Lit","","Course Total","","36","3.926","83.3","8.3","2.8",".",".",".",".","2.8","2.8",".",".",".",".",".",".","."
"Topic in Asian American Lit","462","001","","14","3.958","78.6","7.1",".",".",".",".",".","14.3",".",".",".",".",".",".",".","."
"Asian Amer Women Writers","464","001","","8","3.250","50.0","25.0","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"English Syntax","514","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Techniques&Materials for TESOL","515","001","","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Old English Lit","521","001","","7","3.750","71.4",".",".","14.3",".",".",".","14.3",".",".",".",".",".",".",".","."
"Health and the Humanities","525","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Discourses Disability to 1800","543","001","","11","3.909","81.8","18.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Modern Amer Drama & Theatre","578","001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"TESOL: Pedagogical Grammar I","613","001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Pedagogical Grammar II","614","001","","10","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL:Teach Listening&Speaking","615","001","","9","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Selected Topics:Afro-Am Lit","672","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Project","680","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","069","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","682","110","","1","***","","","","","","","","","",".",".",".",".",".",".","."
