"L&S","","","","","","","","","","","","","","","","","","","",""
"LANDSCAPE ARCHITECTURE","Section","#","Ave","A","AB","B","BC","C","D","F","S/SD U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","",""
"LAND ARC
520","Dept. Total","353","3.627","54.7","17.8","10.2","2.5","1.7","0.8","0.8","7.6
2.0","0.3","",".","",".","1.1","0.3",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S/SD
U/UD","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"520
LAND ARC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","25","3.806","72.0","20.0","8.0",".",".",".",".",".  
.",".","",".","",".",".",".",".","."
"Sophomore","","53","3.615","47.2","17.0","15.1","3.8","1.9",".",".","5.7
7.5",".","",".","",".",".","1.9",".","."
"Junior","","87","3.758","64.4","10.3","10.3","4.6",".",".",".","5.7
2.3","1.1","",".","",".","1.1",".",".","."
"Senior","","158","3.497","47.5","24.7","10.1","1.9","3.2","1.9","1.9","6.3
0.6",".","",".","",".","1.9",".",".","."
"Undergraduates","","323","3.611","53.9","19.2","10.8","2.8","1.9","0.9","0.9","5.6
2.2","0.3","",".","",".","1.2","0.3",".","."
"Special","","5","***","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","25","4.000","68.0",".",".",".",".",".",".","32.0
.",".","",".","",".",".",".",".","."
"","Dept. Total","353","3.627","54.7","17.8","10.2","2.5","1.7","0.8","0.8","7.6
2.0","0.3","",".","",".","1.1","0.3",".","."
